title,score,developer,publisher,rom_name,size,running_total
ISS Pro Evolution,8.6,KCET,Konami,ISS Pro Evolution (USA) (Track 01).bin,206.7 MiB,34.6 GiB
Metal Slug X,8.6,SNK,Agetec,Metal Slug X (USA).bin,99.5 MiB,34.7 GiB
Need for Speed: High Stakes,8.6,EA Canada,Electronic Arts,Need for Speed - High Stakes (USA).bin,699.2 MiB,35.4 GiB
Tomb Raider II,8.6,Core Design Ltd.,Eidos Interactive,Tomb Raider 2 (Japan) (Track 01).bin,235.6 MiB,35.6 GiB
Alundra,8.6,Matrix Software,Working Designs,Alundra (USA) (Rev 1).bin,572.5 MiB,36.2 GiB
Lunar 2: Eternal Blue,8.6,Game Arts,Working Designs,Lunar 2 - Eternal Blue (Japan) (Disc 3).bin,2.0 GiB,38.2 GiB
Tekken 2,8.6,Namco,Namco,Tekken 2 (USA) (Rev 1) (Track 1).bin,684.7 MiB,38.9 GiB
Tenchu: Stealth Assassins,8.6,Acquire,Activision,Tenchu - Stealth Assassins (USA) (Rev 1).bin,660.9 MiB,39.5 GiB
Ace Combat 2,8.5,Namco,Namco,Ace Combat 2 (USA).bin,553.9 MiB,40.0 GiB
Colony Wars,8.5,Psygnosis,Psygnosis,Colony Wars (USA) (Disc 2) (Track 1).bin,1.1 GiB,41.1 GiB
FIFA 2001 Major League Soccer,8.5,EA Sports,EA Sports,"FIFA 2000 - Major League Soccer (USA) (En,De,Es,Nl,Sv).bin",470.9 MiB,41.6 GiB
Pepsiman,8.5,Kid,Kid,Pepsiman (Japan) (Track 1).bin,118.4 MiB,41.7 GiB
Monster Rancher,8.4,Tecmo,Tecmo,Monster Rancher (USA) (Track 1).bin,310.0 MiB,42.0 GiB
Parasite Eve,8.4,SquareSoft,Square EA,Parasite Eve (USA) (Disc 2).bin,1.1 GiB,43.1 GiB
Dance Dance Revolution Konamix,8.4,Konami,Konami,Dance Dance Revolution Konamix (USA).bin,431.5 MiB,43.5 GiB
Knockout Kings 2001,8.4,Black Ops Entertainment,EA Sports,Knockout Kings 2001 (USA).bin,575.3 MiB,44.0 GiB
Breath of Fire IV,8.4,Capcom,Capcom,Breath of Fire IV (USA) (Track 1).bin,615.2 MiB,44.6 GiB
Super Puzzle Fighter II Turbo,8.4,Atomic Planet Entertainment,Capcom,Super Puzzle Fighter II Turbo (USA) (Track 1).bin,499.4 MiB,45.1 GiB
Driver,8.3,Reflections Interactive,GT Interactive,Driver (Italy).bin,714.6 MiB,45.8 GiB
PaRappa the Rapper,8.3,Epics,SCEA,"PaRappa the Rapper (USA) (En,Fr,De,Es,It).bin",694.0 MiB,46.5 GiB
Valkyrie Profile,8.3,TOSE,Square Enix,Valkyrie Profile (USA) (Disc 2).bin,1.4 GiB,47.9 GiB
Crash Bandicoot,8.3,Naughty Dog,SCEA,Crash Bandicoot (USA).bin,602.8 MiB,48.5 GiB
Final Fantasy Anthology,8.3,SquareSoft,Square EA,"Final Fantasy V (Japan, Asia).bin",282.4 MiB,48.8 GiB
Frogger 2: Swampy's Revenge,8.3,Blitz Games,Hasbro Interactive,Frogger 2 - Swampy's Revenge (USA).bin,354.1 MiB,49.1 GiB
Monster Rancher 2,8.3,Tecmo,Tecmo,Monster Rancher 2 (USA).bin,430.4 MiB,49.5 GiB
Dead or Alive,8.2,Team Ninja,Tecmo,"Dead or Alive (Japan, Asia) (Track 01).bin",146.0 MiB,49.7 GiB
Harvest Moon: Back to Nature,8.2,TOSE,Natsume,Harvest Moon - Back to Nature (USA).bin,204.0 MiB,49.9 GiB
Brave Fencer Musashi,8.2,SquareSoft,Square EA,Brave Fencer Musashi (USA) (Track 1).bin,347.9 MiB,50.2 GiB
Parasite Eve II,8.2,SquareSoft,Square EA,"Parasite Eve II (USA, Canada) (Disc 2).bin",1.1 GiB,51.3 GiB
Star Ocean: The Second Story,8.2,Tri-Ace,SCEA,Star Ocean - The Second Story (USA) (Disc 2).bin,1.2 GiB,52.5 GiB
You Don't Know Jack: Mock 2,8.2,Jellyvision,Sierra Entertainment,You Don't Know Jack - Mock 2 (USA).bin,615.5 MiB,53.1 GiB
Lunar: Silver Star Story,8.2,Game Arts,Working Designs,"Lunar - Silver Star Story (Japan, Asia) (Disc 2) (Track 1).bin",1.1 GiB,54.2 GiB
Rollcage Stage II,8.2,Attention To Detail,Midway,Rollcage Stage II (USA) (Track 01).bin,181.0 MiB,54.4 GiB
Tenchu 2: Birth of the Stealth Assassins,8.2,Acquire,Activision,Tenchu 2 - Birth of the Stealth Assassins (USA).bin,709.6 MiB,55.1 GiB
Bushido Blade,8.1,Light Weight,SCEA,Bushido Blade (USA).bin,555.3 MiB,55.6 GiB
NBA Live 2002,8.1,Electronic Arts,Electronic Arts,NBA Live 2002 (USA).bin,527.4 MiB,56.1 GiB
Need for Speed: Porsche Unleashed,8.1,Eden Studios,Electronic Arts,Need for Speed - Porsche Unleashed (USA) (Track 01).bin,301.2 MiB,56.4 GiB
Tony Hawk's Pro Skater 3,8.1,Neversoft Entertainment,Activision,Tony Hawk's Pro Skater 3 (USA).bin,673.3 MiB,57.1 GiB
Alone in the Dark: The New Nightmare,8.1,Spiral House,Infogrames,Alone in the Dark - The New Nightmare (USA) (Disc 2) (Track 1).bin,1.2 GiB,58.3 GiB
Tales of Eternia,8.1,Namco,Namco,Tales of Eternia (Japan) (Disc 3) (Premium Box) (Track 1).bin,1.9 GiB,60.2 GiB
Barbie: Gotta Have Games,8.0,Digital Illusions,VU Games,Barbie - Gotta Have Games (USA) (Track 01).bin,25.9 MiB,60.2 GiB
Jarrett & Labonte Stock Car Racing,8.0,Codemasters,Codemasters,Jarrett & Labonte Stock Car Racing (USA).bin,271.1 MiB,60.5 GiB
RC de GO!,8.0,Taito Corporation,Acclaim,RC de Go! (USA) (Track 1).bin,291.8 MiB,60.8 GiB
The Legend of Dragoon,8.0,SCE Japan Studio,SCEA,"Legend of Dragoon, The (USA) (Disc 4).bin",2.2 GiB,63.0 GiB
Bomberman Party Edition,7.9,Metro,Vatical Entertainment,Bomberman - Party Edition (USA).bin,630.2 MiB,63.6 GiB
Disney/Pixar Toy Story 2: Buzz Lightyear to the Rescue!,7.9,Traveller's Tales,Activision,Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! (USA) (Rev 1).bin,603.8 MiB,64.2 GiB
Final Fantasy Origins,7.9,TOSE,Square Enix,Final Fantasy Origins (USA) (Rev 1).bin,562.2 MiB,64.7 GiB
Mat Hoffman's Pro BMX,7.9,Shaba Games,Activision,Mat Hoffman's Pro BMX (USA).bin,660.6 MiB,65.4 GiB
NBA Live 2001,7.9,EA Sports,EA Sports,NBA Live 2001 (USA).bin,518.7 MiB,65.9 GiB
RayStorm,7.9,Taito Corporation,Working Designs,RayStorm (USA).bin,619.1 MiB,66.5 GiB
Saiyuki: Journey West,7.9,Koei,Koei,Saiyuki - Journey West (USA).bin,498.0 MiB,67.0 GiB
Mega Man X5,7.9,Capcom,Capcom,Mega Man X5 (USA).bin,555.9 MiB,67.5 GiB
Looney Tunes: Sheep Raider,7.8,Infogrames,Infogrames,"Looney Tunes - Sheep Raider (USA) (En,Fr,Es,Pt).bin",606.2 MiB,68.1 GiB
Tomb Raider III: Adventures of Lara Croft,7.8,Core Design Ltd.,Eidos Interactive,Tomb Raider III - Adventures of Lara Croft (USA) (Rev 2).bin,712.7 MiB,68.8 GiB
Syphon Filter 3,7.8,Sony Bend,SCEA,Syphon Filter 3 (USA).bin,659.5 MiB,69.4 GiB
