title,score,developer,publisher,rom_name,size,running_total
The Last of Us,9.3,Naughty Dog,SCEA,"Last of Us, The (USA) (En,Fr,Es,Pt).iso",33.0 GiB,33.0 GiB
Batman: Arkham City,9.2,Rocksteady Studios,Warner Bros. Interactive Entertainment,"Batman - Arkham City (Japan) (En,Ja,Fr,De,Es,It,Pt,Ko,Pl,Ru).iso",7.8 GiB,40.7 GiB
BioShock,9.2,Irrational Games,2K Games,"BioShock (USA) (En,Fr,Es).iso",11.5 GiB,52.2 GiB
Red Dead Redemption,9.2,Rockstar San Diego,Rockstar Games,"Red Dead Redemption (USA) (En,Fr,De,Es,It).iso",7.7 GiB,59.9 GiB
Final Fantasy XIV: Heavensward,9.2,Square Enix,Square Enix,Final Fantasy XIV Online - Heavensward (USA).iso,1.4 GiB,61.2 GiB
Metal Gear Solid: The Legacy Collection,9.2,Konami,Konami,"Metal Gear Solid - The Legacy Collection 1987-2012 (USA) (En,Fr,Es) (Disc 2).iso",86.8 GiB,148.0 GiB
Uncharted 2: Among Thieves,9.2,Naughty Dog,SCEA,"Uncharted 2 - Among Thieves (USA) (En,Fr,Es).iso",20.4 GiB,168.4 GiB
The Walking Dead: A Telltale Games Series,9.1,Telltale Games,Telltale Games,"Walking Dead, The - A Telltale Games Series (USA).iso",3.8 GiB,172.2 GiB
God of War III,9.1,SCE Santa Monica,SCEA,God of War III (USA) (v02.00).iso,35.5 GiB,207.8 GiB
Portal 2,9.1,Valve Software,Valve Software,"Portal 2 (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko,Pl,Ru).iso",5.7 GiB,213.5 GiB
Mass Effect 2,9.1,BioWare,Electronic Arts,"Mass Effect 2 (USA, Asia) (En,Fr,De,Es,It,Ru).iso",12.2 GiB,225.6 GiB
Metal Gear Solid 4: Guns of the Patriots,9.1,Kojima Productions,Konami,"Metal Gear Solid 4 - Guns of the Patriots (USA) (En,Fr,De,Es,It) (v02.00).iso",30.4 GiB,256.1 GiB
The Elder Scrolls IV: Oblivion,9.1,Bethesda Game Studios,2K Games,"Elder Scrolls IV, The - Oblivion (USA).iso",4.9 GiB,261.0 GiB
BioShock Infinite,9.0,Irrational Games,2K Games,"BioShock Infinite (USA) (En,Fr,De,Es,It,Pt) (BLUS-31177).iso",6.6 GiB,267.6 GiB
God of War Saga,9.0,SCE Santa Monica,SCEA,God of War III (USA) (v02.00).iso,35.5 GiB,303.2 GiB
Grand Theft Auto V,9.0,Rockstar North,Rockstar Games,"Grand Theft Auto V (USA, Asia) (En,Fr,Es,Pt,Zh,Ko).iso",17.5 GiB,320.6 GiB
Batman: Arkham Asylum,8.9,Rocksteady Studios,Eidos Interactive,"Batman - Arkham Asylum (USA) (En,Fr,De,Es,It).iso",9.3 GiB,330.0 GiB
God of War Collection,8.9,Bluepoint Games,SCEA,"God of War Collection (USA, Asia) (v01.00).iso",22.9 GiB,352.8 GiB
Journey,8.9,ThatGameCompany,SCEA,Torne (Japan) (v04.00).iso,468.1 MiB,353.3 GiB
Okami HD,8.9,HexaDrive,Capcom,,,
Vanquish,8.9,PlatinumGames,Sega,"Vanquish (USA) (En,Ja,Fr,De,Es,It).iso",11.8 GiB,365.1 GiB
Batman: Arkham City - Game of the Year Edition,8.9,Rocksteady Studios,Warner Bros. Interactive Entertainment,"Batman - Arkham City - Game of the Year Edition (USA) (En,Ja,Fr,De,Es,It,Pt,Ko,Pl,Ru).iso",9.2 GiB,374.2 GiB
Dark Souls,8.9,From Software,Namco Bandai Games,"Dark Souls (USA) (En,Fr,Es).iso",4.9 GiB,379.1 GiB
