title,score,developer,publisher,rom_name,size,running_total
The Last of Us,9.3,Naughty Dog,SCEA,"Last of Us, The (USA) (En,Fr,Es,Pt).iso",33.0 GiB,33.0 GiB
Uncharted 2: Among Thieves,9.2,Naughty Dog,SCEA,"Uncharted 2 - Among Thieves (USA) (En,Fr,Es).iso",20.4 GiB,53.4 GiB
Metal Gear Solid: The Legacy Collection,9.2,Konami,Konami,"Metal Gear Solid - The Legacy Collection 1987-2012 (USA) (En,Fr,Es) (Disc 2).iso",86.8 GiB,140.1 GiB
God of War III,9.1,SCE Santa Monica,SCEA,God of War III (USA) (v02.00).iso,35.5 GiB,175.7 GiB
Metal Gear Solid 4: Guns of the Patriots,9.1,Kojima Productions,Konami,"Metal Gear Solid 4 - Guns of the Patriots (USA) (En,Fr,De,Es,It) (v02.00).iso",30.4 GiB,206.1 GiB
God of War Saga,9.0,SCE Santa Monica,SCEA,God of War III (USA) (v02.00).iso,35.5 GiB,241.7 GiB
The ICO & Shadow of the Colossus Collection,8.9,Bluepoint Games,SCEA,"Ico & Shadow of the Colossus Collection, The (USA, Brazil) (En,Fr,Es).iso",11.0 GiB,252.7 GiB
LittleBigPlanet 2,8.8,Media Molecule,SCEA,"LittleBigPlanet 2 (USA) (En,Fr,Es,Pt).iso",18.6 GiB,271.2 GiB
Uncharted 3: Drake's Deception,8.8,Naughty Dog,SCEA,"Uncharted 3 - Drake's Deception (USA) (En,Fr,Es,Pt).iso",46.3 GiB,317.6 GiB
Demon's Souls (2009),8.8,From Software,Atlus,Demon's Souls (USA).iso,8.2 GiB,325.7 GiB
Ratchet & Clank Future: Tools of Destruction,8.8,Insomniac Games,SCEA,"Ratchet & Clank Future - Tools of Destruction (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko) (v02.00).iso",22.5 GiB,348.2 GiB
Ratchet & Clank Future: A Crack in Time,8.8,Insomniac Games,SCEA,"Ratchet & Clank Future - A Crack in Time (USA) (En,Fr,Es).iso",22.8 GiB,371.0 GiB
God of War: Origins Collection,8.6,Ready at Dawn,SCEA,"God of War - Origins Collection (USA) (En,Fr,Es).iso",22.4 GiB,393.4 GiB
PixelJunk Eden Encore,8.6,Q-Games,SCEA,,,
inFamous Collection,8.6,Sucker Punch,SCEA,"Worms Collection (USA) (En,Fr,De,Es,It).iso",1.3 GiB,394.7 GiB
Resistance Collection,8.5,Insomniac Games,SCEA,"Syberia Collection (Europe) (En,Fr,De,Es,It).iso",3.4 GiB,398.1 GiB
Killzone 2,8.5,Guerrilla,SCEA,"Killzone 2 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru).iso",12.3 GiB,410.4 GiB
DOOM Classic Complete,8.5,Bethesda Softworks,Bethesda Softworks,,,
Wipeout HD Fury,8.4,Studio Liverpool,SCEA,"WipEout HD Fury (Korea) (Zh,Ko).iso",2.0 GiB,412.4 GiB
Kingdom Hearts HD 2.5 ReMIX,8.4,Square Enix,Square Enix,"Kingdom Hearts - HD 2.5 ReMIX (USA) (En,Fr,Es).iso",19.7 GiB,432.2 GiB
inFamous 2,8.4,Sucker Punch,SCEA,"inFamous 2 (USA) (En,Fr,Es,Pt) (v02.00).iso",14.3 GiB,446.5 GiB
Yakuza 5,8.4,Ryu ga Gotoku Studios,Sega,Yakuza 4 (USA).iso,21.8 GiB,468.2 GiB
inFamous,8.4,Sucker Punch,SCEA,"inFamous (USA) (En,Fr,Es) (v02.00).iso",7.1 GiB,475.3 GiB
Gran Turismo 5 XL Edition,8.4,Polyphony Digital,SCEA,"Gran Turismo 5 - XL Edition (USA) (En,Ja,Fr,Es,Pt).iso",20.9 GiB,496.2 GiB
Wipeout HD,8.4,Studio Liverpool,SCEA,"WipEout HD Fury (Korea) (Zh,Ko).iso",2.0 GiB,498.2 GiB
Warhawk - Operation: Fallen Star,8.3,Incognito Inc.,SCEA,,,
Warhawk - Operation: Broken Mirror,8.3,Incognito Inc.,SCEA,,,
Uncharted: Drake's Fortune,8.3,Naughty Dog,SCEA,"Uncharted - Drake's Fortune (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi).iso",21.1 GiB,519.3 GiB
Metal Gear Online,8.3,Kojima Productions,Konami,"Metal Gear Online (Japan) (En,Ja,Fr,De,Es,It).iso",3.0 GiB,522.3 GiB
Killzone 3,8.2,Guerrilla,SCEA,"Killzone 3 (USA, Brazil) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Zh,Ko,Pl,Ru,Tr).iso",41.9 GiB,564.2 GiB
Uncharted 2: Among Thieves Game of the Year Edition,8.2,Naughty Dog,SCEA,"Uncharted 3 - Drake's Deception - Game of the Year Edition (USA) (En,Fr,Es,Pt).iso",41.3 GiB,605.5 GiB
Resistance: Fall of Man,8.2,Insomniac Games,SCEA,"Resistance - Fall of Man (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Ko).iso",17.5 GiB,623.0 GiB
Kingdom Hearts HD 1.5 ReMIX,8.2,Square Enix,Square Enix,"Kingdom Hearts - HD 1.5 ReMIX (USA) (En,Fr,Es).iso",20.4 GiB,643.4 GiB
Killzone Trilogy,8.2,Guerrilla,SCEA,Killzone Trilogy (USA) (Killzone + Killzone 2).iso,15.4 GiB,658.8 GiB
Tales of Xillia,8.2,Bandai Namco Games,Namco Bandai Games,"Tales of Xillia (USA) (En,Fr,Es).iso",6.4 GiB,665.3 GiB
Puppeteer,8.2,SCE Japan Studio,SCEA,"Puppeteer (USA) (En,Fr,Es,Pt).iso",6.6 GiB,671.9 GiB
Resistance 3,8.1,Insomniac Games,SCEA,"Resistance 3 (USA) (En,Fr,Es).iso",43.7 GiB,715.5 GiB
Resistance 2,8.1,Insomniac Games,SCEA,"Resistance 2 (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko).iso",22.0 GiB,737.5 GiB
Killzone 3: Multiplayer,8.1,Guerrilla,SCEA,Killzone Trilogy (USA) (Killzone + Killzone 2).iso,15.4 GiB,752.9 GiB
Gran Turismo 5,8.1,Polyphony Digital,SCEA,"Gran Turismo 5 (USA, Brazil) (En,Ja,Fr,Es,Pt) (v01.00).iso",19.4 GiB,772.4 GiB
inFamous: Festival of Blood,8.1,Sucker Punch,SCEA,InFamous.2.Festival.of.Blood.NPUA80657.Install.pkg,3.0 GiB,775.4 GiB
Uncharted Dual Pack,8.0,Naughty Dog,SCEA,,,
Tales of Symphonia Chronicles,8.0,Bandai Namco Games,Namco Bandai Games,"Tales of Symphonia Chronicles (USA) (En,Fr,De,Es,It).iso",9.4 GiB,784.8 GiB
PixelJunk Shooter 2,8.0,Q-Games,SCEA,,,
Lumines Supernova,8.0,Q Entertainment,Q Entertainment,,,
Gran Turismo 6,8.0,Polyphony Digital,SCEA,"Gran Turismo 6 (USA) (En,Ja,Fr).iso",23.6 GiB,808.4 GiB
WarHawk,8.0,Incognito Inc.,SCEA,Warhawk (USA).iso,2.3 GiB,810.7 GiB
Yakuza 4,7.9,Ryu ga Gotoku Studios,Sega,Yakuza 4 (USA).iso,21.8 GiB,832.4 GiB
Yakuza 3,7.9,Ryu ga Gotoku Studios,Sega,Yakuza 3 (USA).iso,20.2 GiB,852.6 GiB
Super Stardust HD,7.9,Housemarque,SCEA,"Summer Stars 2012 (USA) (En,Fr,De,Es,It).iso",3.1 GiB,855.7 GiB
God of War: Ascension,7.9,SCE Santa Monica,SCEA,"God of War - Ascension (USA) (En,Fr,Es,Pt).iso",46.2 GiB,901.9 GiB
Chime Super Deluxe,7.9,Zoe Mode,Zoe Mode,,,
Beyond: Two Souls - Advanced Experiments,7.9,Quantic Dream,SCEA,,,
The Tomb Raider Trilogy,7.8,Crystal Dynamics,Square Enix,"Tomb Raider Trilogy, The (USA) (En,Fr,De,Es,It,Nl).iso",22.7 GiB,924.6 GiB
SIREN: Blood Curse,7.8,SCE Japan Studio,SCEA,"Siren - Blood Curse (Europe) (En,Fr,De,Es,It).iso",21.7 GiB,946.4 GiB
Ridge Racer 7,7.8,Namco Bandai Games,Namco Bandai Games,"Ridge Racer 7 (USA) (En,Ja).iso",7.0 GiB,953.3 GiB
Ratchet & Clank: Into the Nexus,7.8,Insomniac Games,SCEA,"Ratchet & Clank - Into the Nexus (USA) (En,Fr,Es).iso",9.4 GiB,962.7 GiB
MotorStorm,7.8,Evolution Studios,SCEA,"MotorStorm (USA) (En,Fr,Es) (FW1.80).iso",14.5 GiB,977.2 GiB
Bomberman Ultra,7.8,Hudson,Hudson Entertainment,,,
MotorStorm: Apocalypse,7.8,Evolution Studios,SCEA,"MotorStorm - Apocalypse (USA) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Pl,Ru) (v02.00).iso",18.2 GiB,995.3 GiB
Hitman: Blood Money HD,7.8,Io Interactive,Square Enix,,,
Heavy Rain Chronicles Episode 1: The Taxidermist,7.8,Quantic Dream,SCEA,,,
Buzz! Quiz TV,7.8,Relentless Software,SCEA,Buzz! Quiz TV (USA).iso,2.7 GiB,998.1 GiB
Starhawk,7.8,LightBox Interactive,SCEA,"Starhawk (USA) (En,Fr,Es,Pt).iso",14.1 GiB,1012.1 GiB
AquaPazza: AquaPlus Dream Match,7.8,Examu,Atlus,Aquapazza - Aquaplus Dream Match (USA).iso,5.5 GiB,1017.7 GiB
