Super Mario Galaxy 2	9.7	Nintendo EAD Tokyo 	Nintendo
Super Mario Galaxy	9.7	Nintendo	Nintendo
The Legend of Zelda: Skyward Sword	9.3	Nintendo	Nintendo
Super Smash Bros. Brawl	9.3	Game Arts	Nintendo
Kirby's Dream Collection: Special Edition	9.0	HAL Labs	Nintendo
Kirby's Return to Dream Land	8.8	HAL Labs	Nintendo
Fire Emblem: Radiant Dawn	8.8	Intelligent Systems	Nintendo
Zack & Wiki: Quest for Barbaros' Treasure	8.7	Capcom	Capcom
Sin & Punishment: Star Successor	8.7	Treasure	Nintendo
New Super Mario Bros. Wii	8.7	Nintendo	Nintendo
Lost in Shadow	8.7	Hudson Soft	Hudson Soft
Tetris Party	8.6	Hudson Soft	Tetris Online, Inc
Mario Kart Wii	8.6	Nintendo	Nintendo
Kirby's Epic Yarn	8.6	Good-Feel	Nintendo
Harvest Moon: Animal Parade	8.6	Marvelous Entertainment	Natsume
Fluidity	8.6	Curve Studios	Nintendo
Final Fantasy Crystal Chronicles: The Crystal Bearers	8.6	Square Enix	Square Enix
Boom Blox Bash Party	8.6	EA LA	Electronic Arts
Bomberman Blast	8.6	Hudson	Hudson Soft
The Last Story	8.5	Mistwalker	XSEED Games
Tatsunoko vs. Capcom: Ultimate All-Stars	8.5	Eighting	Capcom
Super Paper Mario	8.5	Intelligent Systems	Nintendo
NHL Slapshot	8.5	EA Sports	EA Sports
Maboshi's Arcade	8.5	Mindware	Nintendo
Endless Ocean: Blue World	8.5	Arika	Nintendo
Boom Blox	8.5	EA LA	Electronic Arts
Wii Sports Resort	8.4	Nintendo	Nintendo
Wario Land: Shake It!	8.4	Good-Feel	Nintendo
Rune Factory Frontier	8.4	Neverland	XSEED Games
Rhythm Heaven Fever	8.4	Nintendo	Nintendo
Project Zero 2: Wii Edition	8.4	Koei Tecmo Games	Nintendo
Mushroom Men: The Spore Wars	8.4	Red Fly Studio	SouthPeak Games
Fragile Dreams: Farewell Ruins of the Moon	8.4	Tri-Crescendo	XSEED Games
Final Fantasy Fables: Chocobo's Dungeon	8.4	h.a.n.d. Inc.	Square Enix
Battalion Wars 2	8.4	Kuju Entertainment	Nintendo
Spectrobes: Origins	8.3	Genki	Disney Interactive Studios
MadWorld	8.3	PlatinumGames	Sega
Contra ReBirth	8.3	M2	Konami
chick chick BOOM	8.3	Tons of Bits	Tons of Bits
Arc Rise Fantasia	8.3	Imageepoch	Ignition Entertainment
Water Warfare	8.2	Hudson Soft	Hudson Soft
Trauma Team	8.2	Atlus	Atlus
Pokemon Rumble	8.2	Ambrella	Nintendo
NiGHTS: Journey of Dreams	8.2	Sonic Team	Sega
Mario Strikers Charged	8.2	Next Level Games	Nintendo
Inazuma Eleven Strikers	8.2	Level 5	Level 5
Pandora's Tower	8.1	Ganbarion	XSEED Games
Naruto: Clash of Ninja Revolution 2	8.1	Eighting	Tomy Corporation
Mario Super Sluggers	8.1	Namco Bandai Games	Nintendo
escapeVektor: Chapter 1	8.1	Nnooo	Nnooo
EA Sports Active	8.1	EA Canada	EA Sports
Wii Party	8.0	Nd Cube	Nintendo
Wii Fit Plus	8.0	Nintendo	Nintendo
Wii Fit	8.0	Nintendo	Nintendo
Trauma Center: Second Opinion	8.0	Atlus	Atlus
The Munchables	8.0	Now Production	Namco Bandai Games
The House of the Dead: Overkill	8.0	Headstrong Games	Sega
Mario Sports Mix	8.0	Square Enix	Nintendo
Fishing Resort	8.0	Prope	XSEED Games
Final Fantasy Crystal Chronicles: My Life as a King	8.0	Square Enix	Square Enix
Wii Sports	7.9	Nintendo	Nintendo
Samurai Warriors 3	7.9	Omega Force	Nintendo
Naruto Shippuden: Clash of Ninja Revolution III	7.9	Eighting	Tomy Corporation
Metroid: Other M	7.9	Team Ninja	Nintendo
PokePark Wii: Pikachu's Adventure	7.8	Creatures Inc.	Nintendo
One Piece: Unlimited Adventure	7.8	Ganbarion	Namco Bandai Games
Grand Slam Tennis (2012)	7.8	EA Canada	Electronic Arts
Ghost Squad	7.8	Polygon Magic	Sega
FAST - Racing League	7.8	Shin'en	Shin'en
Excite Truck	7.8	Monster Games Inc.	Nintendo
Endless Ocean	7.8	Arika	Nintendo
Deadly Creatures	7.8	Rainbow Studios	THQ
Castlevania: The Adventure ReBirth	7.8	M2	Konami
Blast Works: Build, Trade, Destroy	7.8	BudCat	Majesco
Animal Crossing: City Folk	7.8	Nintendo	Nintendo
Trauma Center: New Blood	7.7	Atlus	Atlus
Super Mario All-Stars	7.7	Nintendo	Nintendo
PokePark 2: Wonders Beyond	7.7	Creatures Inc.	Nintendo
Excitebots: Trick Racing	7.7	Monster Games Inc.	Nintendo
Order Up!	7.6	SuperVillain Studios	Zoo Games
Naruto: Clash of Ninja Revolution	7.6	Eighting	Tomy Corporation
Fortune Street	7.6	Marvelous AQL	Nintendo
Conduit 2	7.6	High Voltage Software	Sega
Elebits	7.5	Konami	Konami
Cooking Mama: Cook Off	7.5	OfficeCreate	Majesco
Calling	7.5	Hudson Entertainment	Hudson Entertainment
Bonsai Barber	7.5	Zoonami Ltd.	Nintendo
The House of the Dead 2 & 3 Return	7.4	Sega	Sega
Super Monkey Ball: Banana Blitz	7.4	Sega	Sega
SSX Blur	7.4	EA Montreal	EA Sports Big
Sonic and the Black Knight	7.4	Sonic Team	Sega
Just Dance 2	7.4	Ubisoft	Ubisoft
Dragon Ball: Revenge of King Piccolo	7.4	Media.Vision	Namco Bandai Games
Disney Epic Mickey	7.4	Junction Point	Disney Interactive Studios
Overlord: Dark Legend	7.3	Climax Studios	Codemasters
Onechanbara: Bikini Zombie Slayers	7.3	Tamsoft	D3Publisher
Mario Party 9	7.3	Nd Cube	Nintendo
Harvest Moon: Tree of Tranquility	7.3	Marvelous Entertainment	Natsume
Final Fantasy Crystal Chronicles: My Life as a Darklord	7.3	Square Enix	Square Enix
Dance Dance Revolution Hottest Party	7.3	Konami	Konami
Shaun White Snowboarding: World Stage	7.2	Ubisoft	Ubisoft
FlingSmash	7.2	Artoon	Nintendo
Dr. Mario Online RX	7.2	Arika	Nintendo
Big Brain Academy: Wii Degree	7.2	Nintendo	Nintendo
Super Monkey Ball: Step & Roll	7.1	Sega	Sega
Muscle March	7.0	NBGI	Namco Bandai Games
Let's TAP	7.0	Prope	Sega
Sonic and the Secret Rings	6.9	Sonic Team	Sega
Kororinpa: Marble Mania	6.9	Hudson	Konami
Link's Crossbow Training	6.8	Nintendo	Nintendo
We Ski	6.7	Bandai Namco Games	Namco Bandai Games
Namco Museum Remix	6.7	TOSE	Namco Bandai Games
Mario Party 8	6.7	Hudson	Nintendo
Karaoke Revolution Glee: Volume 2	6.7	Konami	Konami
Dewy's Adventure	6.7	Konami	Konami
Wii Play	6.6	Nintendo	Nintendo
Tom Clancy's Ghost Recon (Wii)	6.6	Next Level Games	Ubisoft
Spyborgs	6.6	Bionic Games	Capcom
Cooking Mama: World Kitchen	6.6	Cooking Mama Limited	Majesco
Abba: You Can Dance	6.6	Ubisoft	Ubisoft
Wii Play: Motion	6.5	Good-Feel	Nintendo
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors	6.5	Genius Sonority Inc.	Square Enix
Donkey Kong: Barrel Blast	6.5	Paon Corporation	Nintendo
Bleach: Shattered Blade	6.5	Polygon Magic	Sega
Worms: A Space Oddity	6.4	Team17	THQ
Red Steel	6.4	Ubisoft Paris	Ubisoft
Wii Music	6.3	Nintendo	Nintendo
Pokemon Battle Revolution	6.3	Genius Sonority Inc.	Nintendo
Just Dance	6.2	Ubisoft Paris	Ubisoft
Dead Rising: Chop Till You Drop	6.1	TOSE	Capcom
Valhalla Knights: Eldar Saga	5.9	K2	XSEED Games
Castlevania Judgment	5.8	Eighting	Konami
Battle of the Bands (2008)	5.8	Planet Moon Studios	THQ
Emergency Heroes	5.5	Ubisoft Barcelona	Ubisoft
SoulCalibur Legends	5.2	Namco Bandai Games	Namco Bandai Games
Ju-on: The Grudge	5.2	FeelPlus	XSEED Games
Cruis'n	5.1	Midway Studios - San Diego	Midway
My Pokemon Ranch	5.0	Ambrella	Nintendo
Brothers in Arms: Double Time	4.5	Gearbox Software	Ubisoft
Furu Furu Park	4.3	Taito Corporation	Majesco
Family Party: 30 Great Games	4.2	Tamsoft	D3Publisher
Naruto Shippuden: Dragon Blade Chronicles	3.8	Eighting	Tomy Corporation
Pool Party (2007)	3.2	Hyper-Devbox	SouthPeak Games
Game Party	3.2	Midway	Midway
Copter Crisis	3.1	Digital Leisure	Digital Leisure
Enjoy your massage!	2.1	Microforum	Microforum
Zombii Attack	None	Gamers Digital	Gamers Digital
Yu-Gi-Oh! 5D's Wheelie Breakers	None	Konami	Konami
You, Me, and the Cubes	None	fyto	Nintendo
WWII Aces	None	Arcade Moon	Destineer
Wing Island	None	CAProduction	Hudson
Wild Earth: African Safari	None	Super X Studios	Majesco
Wii Sports/Wii Sports Resort	None	Nintendo	Nintendo
We Ski & Snowboard	None	Bandai Namco Games	Namco Bandai Games
We Love Golf!	None	Camelot Software Planning	Capcom
We Cheer 2	None	Machatin, Inc.	Namco Bandai Games
We Cheer	None	Machatin, Inc.	Namco Bandai Games
WarioWare: Smooth Moves	None	Intelligent Systems	Nintendo
WarioWare D.I.Y. Showcase	None	Intelligent Systems	Nintendo
Wacky World of Sports	None	Tabot	Sega
Victorious Boxers: Revolution	None	Grandprix Inc.	XSEED Games
Vampire Crystals	None	Shanblue Interactive	Shanblue Interactive
V.I.P. Casino Blackjack	None	High Voltage Software	High Voltage Software
Ultimate Shooting Collection	None	MileStone Inc.	UFO Interactive
uDraw Studio	None	THQ	THQ
Twin Strike: Operation Thunder	None	Naps Team	Zoo Digital Publishing
TV Show King 2	None	Gameloft	Gameloft
TrackMania: Build to Race	None	Firebrand Games	City Interactive
Tournament of Legends	None	High Voltage Software	Sega Europe
ThruSpace	None	Keys Factory	Nintendo
The Three Musketeers: One for All!	None	Legendo Entertainment	Legendo Entertainment
The Tales of Bearsworth Manor: Puzzling Pages	None	Square Enix	Square Enix
The Tales of Bearsworth Manor: Chaotic Conflicts	None	Square Enix	Square Enix
The Sky Crawlers: Innocent Aces	None	Access Games	XSEED Games
The Magic Obelisk	None	Game Arts	Game Arts
The Kore Gang	None	Snap Dragon Games	Atari SA
The Island of Dr. Frankenstein	None	Visual Impact	Storm City Games
The Incredible Maze	None	Digital Leisure	Digital Leisure
The Garfield Show: Threat of the Space Lasagna	None	Zoo Games	Zoo Games
Texas Hold'em Tournament	None	Digital Leisure	Digital Leisure
Texas Hold'em Poker	None	Gameloft	Gameloft
Target: Terror	None	Leviathan Games	Konami
Tamagotchi Party On!	None	h.a.n.d. Inc.	Namco Bandai Games
Tales of Elastic Boy - Mission 1	None	Lexis Numerique	Lexis Numerique
Super Swing Golf Season 2	None	Tecmo	Tecmo
Super Swing Golf	None	Ntreev Soft	Tecmo
Summer Sports: Paradise Island	None	Destineer	Destineer
Stop Stress: A Day of Fury	None	Abylight	Abylight
Star Soldier R	None	Hudson Soft	Hudson Soft
SPRay	None	EKO Software	Tecmo
Speed Zone	None	Awesome Play Ltd.	Detn8
Space Invaders Get Even	None	Taito Corporation	Square Enix
Snowboard Riot	None	Hudson Soft	Hudson Entertainment
Smarty Pants	None	Planet Moon Studios	Electronic Arts
Skate City Heroes	None	Zeroscale	Zoo Games
Silver Star Chess (2008)	None	Agetec	Agetec
Shootanto: Evolutionary Mayhem	None	Grandprix Inc.	Hudson Entertainment
ShadowPlay	None	Deep Fried Entertainment	Deep Fried Entertainment
Sexy Poker	None	Gameloft	Gameloft
Sega Bass Fishing (2008)	None	Cavia Inc.	Sega
Sandy Beach	None	Frozen Codebase	Konami
Samurai Warriors: Katana	None	Omega Force	Koei
Rygar: The Battle of Argus	None	Tecmo	Tecmo
Rubik's Puzzle Galaxy: RUSH	None	Two Tribes	The Game Factory
