title,score,developer,publisher,rom_name,size,running_total
Gitaroo Man Lives!,8.0,Koei/Inis,Koei,Gitaroo Man Lives! (USA).iso,1.6 GiB,50.1 GiB
Dragon Ball Z: Shin Budokai - Another Road,8.0,Dimps Corporation,Atari SA,Dragon Ball Z - Shin Budokai Another Road (USA).iso,504.9 MiB,50.6 GiB
Death Jr. II: Root of Evil,8.0,Backbone Entertainment,Konami,Death Jr. II - Root of Evil (USA) (v1.01).iso,697.8 MiB,51.3 GiB
Dead to Rights: Reckoning,8.0,Rebellion,Namco,Dead to Rights - Reckoning (USA).iso,184.2 MiB,51.5 GiB
Ace Combat X: Skies of Deception,8.0,Project Aces ,Namco Bandai Games,Ace Combat X - Skies of Deception (USA).iso,1.0 GiB,52.5 GiB
Yu-Gi-Oh! 5D's Tag Force 4,7.9,Konami,Konami,"Yu-Gi-Oh! 5D's - Tag Force 4 (USA) (En,Fr,De,Es,It) (v1.01).iso",1.6 GiB,54.2 GiB
Twisted Metal: Head-On,7.9,Incognito Inc.,SCEA,Twisted Metal - Head-On (USA).iso,799.8 MiB,54.9 GiB
Shift Extended,7.9,Zallag,Zallag,Shift Extended (USA) (minis) (PSN).iso,116.1 MiB,55.0 GiB
PlayStation Portable,7.9,SCEI,SCEA,PlayStation Spot (Japan).iso,40.7 MiB,55.1 GiB
Midnight Club: LA Remix,7.9,Rockstar London,Rockstar Games,Midnight Club - L.A. Remix (USA) (v2.02).iso,894.8 MiB,56.0 GiB
Legends of War: Patton's Campaign,7.9,Enigma Software Productions,Enigma Software Productions,Legends of War - Patton's Campaign (USA) (PSP) (PSN).iso,767.4 MiB,56.7 GiB
Floating Cloud God Saves the Pilgrims,7.9,Dakko Dakko,Dakko Dakko,Floating Cloud God Saves the Pilgrims (USA) (minis) (PSN).iso,127.8 MiB,56.8 GiB
Fate/Extra,7.9,Imageepoch,Aksys Games,Fate-Extra (USA).iso,1.2 GiB,58.0 GiB
Dead Head Fred,7.9,Vicious Cycle,D3Publisher,Dead Head Fred (USA) (v1.02).iso,1.3 GiB,59.3 GiB
Capcom Classics Collection Remixed,7.9,Digital Eclipse,Capcom,Capcom Classics Collection Remixed (USA).iso,545.5 MiB,59.9 GiB
Traxxpad,7.8,Definitive Studios,Eidos Interactive,,,
Shin Megami Tensei: Persona,7.8,ITL,Atlus,Shin Megami Tensei - Persona (USA).iso,782.7 MiB,60.6 GiB
Metal Gear Solid: Digital Graphic Novel,7.8,Kojima Productions,Konami,Metal Gear Solid - Digital Graphic Novel (USA) (v1.01).iso,932.8 MiB,61.5 GiB
Metal Gear Acid,7.8,Konami,Konami,Metal Gear Ac!d (USA).iso,192.1 MiB,61.7 GiB
Invizimals,7.8,Novarama,SCEA,"Invizimals (USA) (En,Fr,Es) (v1.02).iso",1.5 GiB,63.2 GiB
Hammerin' Hero,7.8,Irem,Atlus,Hammerin' Hero (USA).iso,217.4 MiB,63.5 GiB
