title,score,developer,publisher
Earth Defense Force 2025,8.0,Sandlot,D3Publisher
Earth Defense Force: Insect Armageddon,8.0,Vicious Cycle,D3Publisher
F.E.A.R. 2: Project Origin,8.0,Monolith Productions,Warner Bros. Interactive Entertainment
Fable III,8.0,Lionhead Studios,Microsoft Game Studios
From Dust,8.0,Ubisoft Montpellier,Ubisoft
Garou: Mark of the Wolves,8.0,SNK Playmore,SNK Playmore
Gears of War 3: RAAM's Shadow,8.0,Epic Games,Microsoft Game Studios
Grand Theft Auto Online,8.0,Rockstar North,Rockstar Games
Green Day: Rock Band,8.0,Harmonix Music Systems,MTV Games
Guwange,8.0,Cave,Cave
Half-Minute Hero: Super Mega Neo Climax,8.0,Opus,Microsoft Game Studios
Hitman: Sniper Challenge,8.0,Io Interactive,Square Enix
IL-2 Sturmovik: Birds of Prey,8.0,Gaijin Entertainment,505 Games
Kingdoms of Amalur: Reckoning,8.0,Big Huge Games,Electronic Arts
LEGO Marvel Super Heroes,8.0,TT Games,Warner Bros. Interactive Entertainment
Madden NFL 07,8.0,EA Tiburon,EA Sports
Madden NFL 25,8.0,EA Sports,Electronic Arts
Magic: The Gathering - Duels of the Planeswalkers 2013,8.0,Stainless Games,Microsoft Game Studios
Marble Blast Ultra,8.0,GarageGames,GarageGames
MotoGP '06,8.0,Climax Studios,THQ
NBA Live 10,8.0,EA Canada,EA Sports
NBA Street Homecourt,8.0,EA Canada,EA Sports Big
Perfect Dark (2000),8.0,4J Studios,Microsoft Game Studios
Peter Jackson's King Kong: The Official Game of the Movie,8.0,Ubisoft Montpellier,Ubisoft
Pro Evolution Soccer 2014,8.0,Konami,Konami
Resident Evil 5: Lost in Nightmares,8.0,Capcom,Capcom
Resonance of Fate,8.0,Tri-Ace,Sega
Rocket Riot,8.0,Codeglue,THQ
SBK X: Superbike World Championship,8.0,Milestone S.r.l,SouthPeak Games
Skylanders Giants,8.0,Toys for Bob,Activision
Snoopy Flying Ace,8.0,Smart Bomb Interactive,Microsoft Game Studios
Sonic Adventure 2,8.0,Sonic Team,Sega
Tekken 6,8.0,Namco Bandai Games,Namco Bandai Games
The Darkness II,8.0,Digital Extremes,2K Games
The Walking Dead: 400 Days,8.0,Telltale Games,Telltale Games
The Walking Dead: Season Two Episode 1 - All That Remains,8.0,Telltale Games,Telltale Games
The Walking Dead: Season Two Episode 2 - A House Divided,8.0,Telltale Games,Telltale Games
Tiger Woods PGA Tour 07,8.0,EA Redwood Shores,EA Sports
Tiger Woods PGA Tour 08,8.0,EA Salt Lake,EA Sports
Tiger Woods PGA Tour 10,8.0,EA Tiburon,Electronic Arts
Tiger Woods PGA Tour 12: The Masters,8.0,Electronic Arts,Electronic Arts
Tomb Raider: Legend,8.0,Crystal Dynamics,Eidos Interactive
UEFA EURO 2008,8.0,EA Canada,Electronic Arts
Virtua Tennis 3,8.0,Sega AM3,Sega
WWE '13,8.0,Yuke's,THQ
Alien Hominid,7.9,The Behemoth,O3 Entertainment
Anomaly: Warzone Earth,7.9,11 bit studios,11 bit studios
Assault Heroes,7.9,Wanako Studios,Sierra Online
Awesomenauts,7.9,Ronimo Games,DTP Entertainment
Banjo-Tooie,7.9,4J Studios,Microsoft Game Studios
Battlefield 4,7.9,EA DICE,Electronic Arts
BlazBlue: Continuum Shift Extend,7.9,Arc System Works,Aksys Games
Call of Duty,7.9,Infinity Ward,Activision
Call of Duty: Black Ops - Escalation,7.9,Treyarch,Activision
Carcassonne,7.9,Sierra Online,Sierra Online
CastleStorm,7.9,Zen Studios,Microsoft Game Studios
Chime,7.9,Zoe Mode,Valcon Games
Comix Zone,7.9,Backbone Entertainment,Sega
Counter-Strike: Global Offensive,7.9,Hidden Path Entertainment,Valve Software
Dead Rising 2,7.9,Blue Castle Games,Capcom
Dead Rising 2: Case Zero,7.9,Blue Castle Games,Capcom
Deathsmiles,7.9,Cave,Aksys Games
DeathSpank,7.9,Hothead Games,Electronic Arts
Divinity II: The Dragon Knight Saga,7.9,Larian Studios Games,Atlus
Dragon Age II,7.9,BioWare,Electronic Arts
Dragon's Dogma,7.9,Capcom,Capcom
F1 2013,7.9,Codemasters,Codemasters
Final Fantasy XIII-2,7.9,Square Enix,Square Enix
Gears of War: Judgment,7.9,Epic Games,Microsoft Game Studios
Greed Corp,7.9,W!Games,W!Games
Gunstar Heroes,7.9,M2,Sega
Hexic HD,7.9,Carbonated Games,Microsoft Game Studios
Hitman: Absolution,7.9,Io Interactive,Square Enix
Insanely Twisted Shadow Planet,7.9,Shadow Planet Productions,Fuelcell Games
Joy Ride Turbo,7.9,BigPark,Microsoft Game Studios
Kingdoms of Amalur: Reckoning - Teeth of Naros,7.9,Big Huge Games,Electronic Arts
LEGO Batman 2: DC Super Heroes,7.9,TT Games,Warner Bros. Interactive Entertainment
LEGO Harry Potter: Years 1-4,7.9,Traveller's Tales,Warner Bros. Interactive Entertainment
Lego Rock Band,7.9,TT Fusion,Warner Bros. Interactive Entertainment
Mass Effect 2: Kasumi - Stolen Memory,7.9,BioWare,Electronic Arts
Mega Man 10,7.9,Inti Creates,Capcom
Metro 2033,7.9,4A Games,THQ
Mirror's Edge,7.9,EA DICE,EA Games
Naruto: Rise of a Ninja,7.9,Ubisoft Montreal,Ubisoft
NCAA Football 07,7.9,EA Sports,EA Sports
NHL 07,7.9,EA Sports,EA Sports
NiGHTS into Dreams... (2012),7.9,Sonic Team,Sega
OutRun: Online Arcade,7.9,Sumo Digital,Sega
Overlord,7.9,Triumph Studios,Codemasters
Pool Nation,7.9,Cherry Pop Games,Mastertronic
Prey (2006),7.9,Venom Games,2K Games
Pro Evolution Soccer 2011,7.9,Konami,Konami
Quarrel,7.9,Denki,UTV Ignition Games
Serious Sam HD: The First Encounter,7.9,Croteam,Devolver Digital
Sesame Street: Once Upon a Monster,7.9,Double Fine Productions,Warner Bros. Interactive Entertainment
Sonic the Hedgehog,7.9,Backbone Entertainment,Sega
Sonic's Ultimate Genesis Collection,7.9,Backbone Entertainment,Sega
SoulCalibur,7.9,Namco,Namco
Space Channel 5 Part 2,7.9,UGA,Sega
Spider-Man: Shattered Dimensions,7.9,Beenox,Activision
The Bigs,7.9,Blue Castle Games,2K Sports
The Saboteur,7.9,Pandemic Studios,Electronic Arts
The Wolf Among Us: Episode 3 - A Crooked Mile,7.9,Telltale Games,Telltale Games
The Wolf Among Us: Episode 4 - In Sheep's Clothing,7.9,Telltale Games,Telltale Games
Tiger Woods PGA Tour 11,7.9,EA Sports,Electronic Arts
Tom Clancy's Ghost Recon: Future Soldier,7.9,Ubisoft Paris,Ubisoft
Transformers: War for Cybertron,7.9,High Moon Studios,Activision
Ultimate Marvel vs. Capcom 3,7.9,Capcom,Capcom
Winning Eleven: Pro Evolution Soccer 2007,7.9,KCET,Konami
Worms: Open Warfare,7.9,Team17,Team17
WWE SmackDown vs. Raw 2009,7.9,Yuke's,THQ
WWE SmackDown vs. Raw 2011,7.9,Yuke's,THQ
A Kingdom for Keflings,7.8,NinjaBee,NinjaBee
Ace Combat: Assault Horizon,7.8,Project Aces ,Namco Bandai Games
AirMech Arena,7.8,Carbon Games,Ubisoft
AstroPop,7.8,PopCap,Oberon Media
Bangai-O HD: Missile Fury,7.8,Treasure,D3Publisher
Call of Duty: Black Ops - Annihilation,7.8,Treyarch,Activision
Call of Duty: Black Ops - First Strike,7.8,Treyarch,Activision
Call of Duty: Modern Warfare 2 - Resurgence Pack,7.8,Infinity Ward,Activision
Call of Duty: Modern Warfare 3 - Collection 2,7.8,Infinity Ward,Activision
Castlevania: Lords of Shadow 2,7.8,Mercury Steam,Konami
Charlie Murder,7.8,Ska Studios,Microsoft Game Studios
Contrast (2013),7.8,Compulsion Games,Focus Home Interactive
Dead Space 3,7.8,Visceral Games,Electronic Arts
Dynasty Warriors: Gundam 3,7.8,Omega Force,Namco Bandai Games
Every Extend Extra Extreme,7.8,Cyclone Zero,Q Entertainment
Fable II: Knothole Island,7.8,Lionhead Studios,Microsoft Game Studios
Fable III: Traitor's Keep Quest Pack,7.8,Lionhead Studios,Microsoft Game Studios
Fallout: New Vegas - Lonesome Road,7.8,Obsidian Entertainment,Bethesda Softworks
Far Cry Instincts Predator,7.8,Ubisoft Montreal,Ubisoft
Fighting Vipers,7.8,Sega AM2,Sega
GRID 2,7.8,Codemasters,Codemasters
Gun,7.8,Neversoft Entertainment,Activision
Kinectimals: Now with Bears!,7.8,Frontier Developments,Microsoft Game Studios
Left 4 Dead 2: Cold Stream,7.8,Valve Software,Electronic Arts
Left 4 Dead: Crash Course,7.8,Valve Software,Valve Software
LEGO Star Wars III: The Clone Wars,7.8,Traveller's Tales,LucasArts
LEGO The Hobbit,7.8,TT Games,Warner Bros. Interactive Entertainment
Lost Planet: Extreme Condition Colonies Edition,7.8,Capcom,Capcom
Madden NFL 12,7.8,EA Tiburon,EA Sports
Metal Slug 3,7.8,SNK Playmore,SNK Playmore
Motocross Madness (2013),7.8,Bongfish,Microsoft Game Studios
MotoGP 07,7.8,Climax Studios,THQ
Naughty Bear: Panic in Paradise,7.8,Behaviour Interactive,505 Games
NFL Blitz (2012),7.8,EA Tiburon,Electronic Arts
Pro Evolution Soccer 2010,7.8,Konami,Konami
Pro Evolution Soccer 2012,7.8,Konami,Konami
Project Sylpheed: Arc of Deception,7.8,Game Arts,Square Enix
Prototype 2,7.8,Radical Entertainment,Activision
R.U.S.E.,7.8,Eugen Systems,Ubisoft
Raiden Fighters Aces,7.8,Gulti,Valcon Games
Resident Evil: Revelations,7.8,Capcom,Capcom
Rock Band Blitz,7.8,Harmonix Music Systems,Harmonix Music Systems
Singularity,7.8,Raven Software,Activision
Skullgirls,7.8,Reverge Labs,Autumn Games
Skylanders: Spyro's Adventure,7.8,Toys for Bob,Activision
State of Decay,7.8,Undead Labs,Microsoft Game Studios
Stuntman: Ignition,7.8,Paradigm Entertainment,THQ
Super Street Fighter IV: Arcade Edition,7.8,Capcom,Capcom
Switchball,7.8,Atomic Elbow AB,Sierra Online
The Godfather,7.8,Page 44 Studios,Electronic Arts
The Testament of Sherlock Holmes,7.8,Frogwares,Atlus
The Wolf Among Us: Episode 2 - Smoke and Mirrors,7.8,Telltale Games,Telltale Games
"Warhammer 40,000: Space Marine",7.8,Relic Entertainment,THQ
WWE 2K14,7.8,Yuke's,2K Games
A World of Keflings,7.7,NinjaBee,NinjaBee
Batman: Arkham Origins,7.7,WB Games Montreal,Warner Bros. Interactive Entertainment
Battlefield 2: Modern Combat,7.7,Digital Illusions,EA Games
Call of Juarez: Bound in Blood,7.7,Techland,Ubisoft
Castlevania: Lords of Shadow - Mirror of Fate,7.7,Mercury Steam,Konami
Command & Conquer: Red Alert 3,7.7,EA LA,Electronic Arts
de Blob 2,7.7,Blue Tongue Entertainment,THQ
Deadfall Adventures,7.7,The Farm 51,Nordic Games Publishing
Deadlight,7.7,Tequila Works,Microsoft Game Studios
Deus Ex: Human Revolution - The Missing Link,7.7,Eidos Montreal,Square Enix
Dishonored: Dunwall City Trials,7.7,Arkane Studios,Bethesda Softworks
Dungeon Defenders,7.7,Trendy Entertainment,Trendy Entertainment
Dungeons & Dragons: Chronicles of Mystara,7.7,Iron Galaxy Studios,Capcom
Eets,7.7,Klei Entertainment,Klei Entertainment
FIFA Street (2012),7.7,EA Sports,EA Sports
Full House Poker,7.7,Microsoft Game Studios,Microsoft Game Studios
Gatling Gears,7.7,Vanguard Games,Electronic Arts
Haunt (2012),7.7,NanaOn-Sha,Microsoft Game Studios
Heavy Weapon: Atomic Tank,7.7,PopCap,Microsoft Game Studios
Jet Set Radio (2000),7.7,Blit,Sega
Just Dance 3,7.7,Ubisoft,Ubisoft
Kinect Sports,7.7,Rare Ltd.,Microsoft Game Studios
Kung-Fu High Impact,7.7,Virtual Air Guitar Company,UTV Ignition Games
LEGO Harry Potter: Years 5-7,7.7,Traveller's Tales,Warner Bros. Interactive Entertainment
Majin and the Forsaken Kingdom,7.7,Game Republic,Namco Bandai Games
Mayhem 3D,7.7,Left Field Productions,Rombax Games
Mutant Storm Reloaded,7.7,PomPom Games,PomPom Games
NBA Live 09,7.7,EA Canada,EA Sports
NCAA Football 14,7.7,EA Tiburon,EA Sports
Need for Speed: Carbon,7.7,EA Canada,EA Games
Operation Flashpoint: Dragon Rising,7.7,Codemasters,Codemasters
Otomedius Excellent,7.7,Konami,Konami
Outpost Kaloki X,7.7,NinjaBee,NinjaBee
Pinball FX 2: MARS,7.7,Zen Studios,Microsoft Game Studios
Red Bull Crashed Ice Kinect,7.7,Bongfish,Microsoft Game Studios
Red Dead Redemption: Liars and Cheats,7.7,Rockstar San Diego,Rockstar Games
Retro City Rampage,7.7,Vblank Entertainment Inc.,Vblank Entertainment Inc.
Rise of Nightmares,7.7,Sega,Sega
RISK: Factions,7.7,Stainless Games,Electronic Arts
Sanctum 2,7.7,Coffee Stain Studios,Coffee Stain Studios
Section 8: Prejudice,7.7,TimeGate Studios,TimeGate Studios
Sega Rally Revo,7.7,SEGA Racing Studio,Sega
Shank 2,7.7,Klei Entertainment,Electronic Arts
Sonic Adventure DX Director's Cut,7.7,Sonic Team,Sega
SoulCalibur V,7.7,Project Soul,Namco Bandai Games
Spectral Force 3,7.7,Xpec,Atlus
Splatterhouse,7.7,Namco Bandai Games,Namco Bandai Games
Stranglehold,7.7,Midway,Midway
Tenchu Z,7.7,K2 LLC,Microsoft Game Studios
The Bridge (2013),7.7,Ty Taylor and Mario Castaneda,The Quantum Astrophysicists Guild
The Cave (2013),7.7,Double Fine Productions,Sega
The Outfit,7.7,Relic Entertainment,THQ
The Simpsons Game,7.7,EA Redwood Shores,EA Games
Tiger Woods PGA Tour 13,7.7,Electronic Arts,Electronic Arts
Tiger Woods PGA Tour 14,7.7,EA Tiburon,EA Sports
Tropico 4,7.7,Haemimont Games,Kalypso
Uno Rush,7.7,Carbonated Games,Microsoft Game Studios
Wolfenstein 3D,7.7,Nerve Software,Activision
World of Tanks,7.7,Wargaming.net,Wargaming.net
Your Shape Fitness Evolved 2012,7.7,Ubisoft,Ubisoft
Zuma Deluxe,7.7,Oberon Media,Oberon Media
Zumba Fitness Core,7.7,Zoe Mode,Majesco
Age of Booty,7.6,Certain Affinity,Capcom
Alan Wake's American Nightmare,7.6,Remedy Entertainment,Microsoft Game Studios
Alien Rage,7.6,CI Games,CI Games
Band Hero,7.6,Neversoft Entertainment,Activision
BioShock Infinite: Clash in the Clouds,7.6,Irrational Games,2K Games
Brothers in Arms: Hell's Highway,7.6,Gearbox Software,Ubisoft
Call of Duty: Black Ops II - Uprising,7.6,Treyarch,Activision
Crysis 3,7.6,Crytek,EA Games
Dante's Inferno,7.6,Visceral Games,Electronic Arts
Dead or Alive 5 Ultimate,7.6,Team Ninja,Tecmo Koei Games
Dead Rising 2: Off the Record,7.6,Capcom Vancouver,Capcom
Disney/Pixar Cars,7.6,Rainbow Studios,THQ
Dragon Age II: Mark of the Assassin,7.6,BioWare,Electronic Arts
Dynasty Warriors 8,7.6,Omega Force,Tecmo Koei Games
Earth Defense Force 2017,7.6,Sandlot,D3Publisher
F.E.A.R. Files,7.6,TimeGate Studios,Sierra Entertainment
Fallout 3: The Pitt,7.6,Bethesda Game Studios,Bethesda Softworks
Forza Horizon: Rally Expansion Pack,7.6,Playground Games,Microsoft Game Studios
Kinect Sesame Street TV,7.6,Microsoft Studios - Soho Productions,Microsoft Game Studios
LEGO Batman: The Videogame,7.6,Traveller's Tales,Warner Bros. Interactive Entertainment
Lode Runner,7.6,Southend Interactive,Tozai Games
Mercury Hg,7.6,UTV Ignition Games,UTV Ignition Games
Naruto Shippuden: Ultimate Ninja Storm 3,7.6,CyberConnect2,Namco Bandai Games
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,7.6,CyberConnect2,Namco Bandai Games
NCAA Football 13,7.6,EA Tiburon,EA Sports
Need for Speed: Rivals,7.6,Ghost Games,Electronic Arts
Pro Evolution Soccer 2008,7.6,Konami,Konami
Quantum Conundrum,7.6,Airtight Games,Square Enix
R-Type Dimensions,7.6,Southend Interactive,Tozai Games
Rayman Raving Rabbids,7.6,Ubisoft Montpellier,Ubisoft
Red Dead Redemption: Legends & Killers,7.6,Rockstar San Diego,Rockstar Games
Remember Me,7.6,DONTNOD Entertainment,Capcom
Ridge Racer Unbounded,7.6,Bugbear,Namco Bandai Games
Scene It? Box Office Smash,7.6,Screenlife Games,Microsoft Game Studios
Scott Pilgrim vs. the World: The Game,7.6,Ubisoft Montreal,Ubisoft
Serious Sam 3: BFE,7.6,Croteam,Devolver Digital
Street Fighter II' Hyper Fighting,7.6,Sensory Sweep,Capcom
The Bigs 2,7.6,Blue Castle Games,2K Sports
The Club,7.6,Bizarre Creations,Sega
The Sims 3,7.6,The Sims Studio,Electronic Arts
Tomb Raider Underworld: Lara's Shadow,7.6,Crystal Dynamics,Eidos Interactive
Undertow,7.6,Chair Entertainment,Chair Entertainment
Viking: Battle for Asgard,7.6,Creative Assembly,Sega
Virtua Tennis 2009,7.6,Sumo Digital,Sega
Yu-Gi-Oh! 5D's Decade Duels,7.6,Konami,Konami
Zone of the Enders HD Collection,7.6,High Voltage Software,Konami
Zuma's Revenge!,7.6,PopCap,PopCap
Alan Wake: The Signal,7.5,Remedy Entertainment,Microsoft Game Studios
All-Pro Football 2K8,7.5,Visual Concepts,2K Sports
Armored Core 4,7.5,From Software,Sega
Armored Core: For Answer,7.5,From Software,Ubisoft
Ascend: Hand of Kul,7.5,Signal Studios,Microsoft Game Studios
Assault Heroes 2,7.5,Wanako Studios,Sierra Online
Bejeweled Blitz Live,7.5,Torpex Games LLC,PopCap
Ben 10 Ultimate Alien: Cosmic Destruction,7.5,Papaya Studio,D3Publisher
Blood of the Werewolf,7.5,Scientifically Proven,Midnight City
Call of Duty: Black Ops II - Revolution,7.5,Treyarch,Activision
Disney/Pixar Cars 2,7.5,Avalanche Software,Disney Interactive Studios
Castlevania: Harmony of Despair,7.5,Konami,Konami
Child of Light,7.5,Ubisoft Montreal,Ubisoft
Command & Conquer 3: Kane's Wrath,7.5,EA LA,EA Games
Culdcept SAGA,7.5,Omiya Soft,Namco Bandai Games
Dead or Alive Xtreme 2,7.5,Team Ninja,Tecmo
DiRT Showdown,7.5,Codemasters,Codemasters
Dungeon Fighter LIVE: Fall of Hendon Myre,7.5,Nexon,Microsoft Game Studios
Dynasty Warriors 5 Empires,7.5,Omega Force,Koei
Earthworm Jim HD,7.5,Gameloft,Gameloft
El Shaddai: Ascension of the Metatron,7.5,Ignition Entertainment,Ignition Entertainment
Exit (2008),7.5,Taito Corporation,Ubisoft
F.E.A.R. 3,7.5,Day 1 Studios,Warner Bros. Interactive Entertainment
Far Cry Classic,7.5,Crytek,Ubisoft
Frontlines: Fuel of War,7.5,Kaos Studios,THQ
Full Auto,7.5,Pseudo Interactive,Sega
Gears of War 3: Fenix Rising Map Pack,7.5,Epic Games,Microsoft Game Studios
GRID Autosport,7.5,Codemasters,Codemasters
Gyromancer,7.5,PopCap,Square Enix
Hard Corps: Uprising,7.5,Arc System Works,Konami
Juiced 2: Hot Import Nights,7.5,Juice Games,THQ
DreamWorks Kung Fu Panda,7.5,"Luxoflux, Inc.",Activision
MX vs. ATV Reflex,7.5,Rainbow Studios,THQ
N3II: Ninety-Nine Nights,7.5,FeelPlus,Konami
NBA Jam (2010),7.5,EA Canada,EA Sports
NHL 2K6,7.5,2K Sports,2K Sports
Overlord II,7.5,Triumph Studios,Codemasters
Panzer General: Allied Assault,7.5,Petroglyph,Ubisoft
Payday 2,7.5,Overkill Software,505 Games
Penny Arcade Adventures: Episode Two,7.5,Hothead Games,Hothead Games
Plants vs Zombies: Garden Warfare,7.5,PopCap,Electronic Arts
Prince of Persia: The Forgotten Sands,7.5,Ubisoft Montreal,Ubisoft
Quake 4,7.5,Raven Software,Activision
Race Pro,7.5,SimBin,Atari SA
Rayman 3: Hoodlum Havoc,7.5,Ubisoft Shanghai,Ubisoft
Sega Superstars Tennis,7.5,Sumo Digital,Sega
South Park: Tenorman's Revenge,7.5,Other Ocean Interactive,Other Ocean Interactive
Supreme Commander 2,7.5,Gas Powered Games,Square Enix
Teenage Mutant Ninja Turtles: The Arcade Game,7.5,Konami,Ubisoft
The Dishwasher: Dead Samurai,7.5,Ska Studios,Microsoft Game Studios
The Maw,7.5,Twisted Pixel Games,Twisted Pixel Games
Top Spin 2,7.5,Pam Development,2K Sports
Tropico 3,7.5,Haemimont Games,Kalypso
Ultimate Mortal Kombat 3,7.5,Digital Eclipse,Midway
WWE All Stars,7.5,THQ,THQ
2014 FIFA World Cup Brazil,7.4,EA Canada,EA Sports
Amped 3,7.4,2K Sports,2K Sports
Borderlands: The Pre-Sequel,7.4,2K Australia,2K Games
Capsized,7.4,Koolhaus Games,Namco Bandai Games
Clive Barker's Jericho,7.4,Mercury Steam,Codemasters
Comic Jumper: The Adventures of Captain Smiley,7.4,Twisted Pixel Games,Twisted Pixel Games
Dead Rising 2: Case West,7.4,Blue Castle Games,Capcom
Deadpool,7.4,High Moon Studios,Activision
Def Jam Rapstar,7.4,4mm Games,Konami
Disney Infinity,7.4,Avalanche Software,Disney Interactive Studios
Doritos Crash Course,7.4,Wanako Studios,Microsoft Game Studios
Double Dragon: Neon,7.4,WayForward,Majesco
Dragon Ball: Raging Blast 2,7.4,Spike,Namco Bandai Games
Dragon Ball Z: Burst Limit,7.4,Dimps Corporation,Atari SA
Galaga Legions DX,7.4,Namco Bandai Games,Namco Bandai Games
Guilty Gear XX Accent Core Plus,7.4,Arc System Works,Aksys Games
Hitman HD Trilogy,7.4,Io Interactive,Square Enix
Infinite Undiscovery,7.4,Tri-Ace,Square Enix
Ion Assault,7.4,Black Inc.,Microsoft Game Studios
Kinectimals,7.4,Frontier Developments,Microsoft Game Studios
LEGO Pirates of the Caribbean: The Video Game,7.4,Traveller's Tales,Disney Interactive Studios
Madden NFL 06,7.4,EA Tiburon,EA Sports
Magrunner: Dark Pulse,7.4,Frogwares,Focus Home Interactive
Marvel: Ultimate Alliance 2,7.4,Vicarious Visions,Activision
Mass Effect 3: Leviathan,7.4,BioWare,Electronic Arts
Medal of Honor,7.4,Danger Close,Electronic Arts
Naruto Shippuden: Ultimate Ninja Storm Generations,7.4,CyberConnect2,Namco Bandai Games
Nike+ Kinect Training,7.4,"Nike, Inc.",Microsoft Game Studios
Pro Evolution Soccer 2009,7.4,KCET,Konami
Sam & Max: Save the World,7.4,Telltale Games,The Adventure Company
State of Decay: Lifeline,7.4,Undead Labs,Microsoft Game Studios
Syndicate (2012),7.4,Starbreeze,Electronic Arts
The LEGO Movie Videogame,7.4,TT Games,Warner Bros. Interactive Entertainment
Worms Ultimate Mayhem,7.4,Team17,Team17
Army of Two: The 40th Day,7.3,EA Montreal,Electronic Arts
Assassin's Creed III - The Infamy,7.3,Ubisoft Quebec,Ubisoft
Assassin's Creed IV: Black Flag - Freedom Cry,7.3,Ubisoft Montreal,Ubisoft
Assassin's Creed Rogue,7.3,Ubisoft Sofia,Ubisoft
Batman: Arkham Origins Blackgate - Deluxe Edition,7.3,Armature Studio,Warner Bros. Interactive Entertainment
Battlestations: Midway,7.3,Eidos Interactive,Eidos Interactive
Beautiful Katamari,7.3,Now Production,Namco Bandai Games
Blood Stone: 007,7.3,Bizarre Creations,Activision
Bloodforge,7.3,Climax Studios,Microsoft Game Studios
Call of Duty: Ghosts,7.3,Infinity Ward,Activision
Crazy Taxi (1999),7.3,Hitmaker,Sega
Dead Space 2: Severed,7.3,Visceral Games,Electronic Arts
Fable Anniversary,7.3,Lionhead Studios,Microsoft Game Studios
FIFA 07 Soccer,7.3,EA Sports,EA Sports
Fist of the North Star: Ken's Rage,7.3,Koei,Koei Tecmo Games
Islands of Wakfu,7.3,Ankama Games,Microsoft Game Studios
Jetpac Refuelled,7.3,Rare Ltd.,Microsoft Game Studios
Just Cause,7.3,Avalanche Studios,Eidos Interactive
Kinect: Disneyland Adventures,7.3,Frontier Developments,Microsoft Game Studios
Lego Indiana Jones 2: The Adventure Continues,7.3,Traveller's Tales,LucasArts
Michael Jackson The Experience,7.3,Ubisoft Montpellier,Ubisoft
MX vs. ATV Untamed,7.3,Rainbow Studios,THQ
NBA Baller Beats,7.3,HB Studios Multimedia,Majesco
NBA Live 08,7.3,EA Canada,EA Sports
Rise of the Argonauts,7.3,Liquid Entertainment,Codemasters
Rugby Challenge,7.3,Sidhe Interactive,Mad Catz
Saints Row: The Third - Gangstas in Space,7.3,Volition Inc.,THQ
Scarygirl,7.3,TikGames,Square Enix
"Scene It? Lights, Camera, Action",7.3,Screenlife Games,Microsoft Game Studios
Small Arms,7.3,Gastronaut Studios,Gastronaut Studios
Spider-Man: Edge of Time,7.3,Beenox,Activision
Star Wars: The Force Unleashed,7.3,LucasArts,LucasArts
The Amazing Spider-Man,7.3,Beenox,Activision
The Lord of the Rings: War in the North,7.3,Snowblind Studios,Warner Bros. Interactive Entertainment
Thrillville: Off the Rails,7.3,Frontier Developments,LucasArts
Venetica,7.3,Deck 13,Rombax Games
Warriors: Legends of Troy,7.3,Tecmo Koei Canada,Koei Tecmo Games
WWE SmackDown vs. Raw 2008,7.3,Yuke's,THQ
Zumba Fitness Rush,7.3,Zoe Mode,Majesco
A.R.E.S. Extinction Agenda EX,7.2,ORiGO GAMES,Aksys Games
Aliens vs. Predator,7.2,Rebellion,Sega
Alpha Protocol,7.2,Obsidian Entertainment,Sega
Army of Two,7.2,EA Montreal,EA Games
Axel & Pixel,7.2,Silver Wish Games,2K Play
Batman: Arkham City - Harley Quinn's Revenge,7.2,Rocksteady Studios,Warner Bros. Interactive Entertainment
Battlefield 3: Close Quarters,7.2,EA DICE,Electronic Arts
Blazing Angels 2: Secret Missions of WWII,7.2,Ubisoft Romania,Ubisoft
BloodRayne: Betrayal,7.2,WayForward,Majesco
Borderlands 2: Sir Hammerlock's Big Game Hunt,7.2,Gearbox Software,2K Games
Borderlands: Claptrap's New Robot Revolution,7.2,Gearbox Software,2K Games
Command & Conquer: Red Alert 3 - Commander's Challenge,7.2,EA LA,Electronic Arts
Crimson Alliance,7.2,Certain Affinity,Certain Affinity
Dark Sector,7.2,Digital Extremes,D3Publisher
Defiance,7.2,Trion Worlds,Trion Worlds
Disney DuckTales: Remastered,7.2,WayForward,Capcom
DOOM 3 BFG Edition,7.2,id Software,Bethesda Softworks
Dungeon Siege III,7.2,Obsidian Entertainment,Square Enix
Enslaved: Odyssey to the West - Pigsy's Perfect 10,7.2,Ninja Theory,Namco Bandai Games
FIFA World Cup: Germany 2006,7.2,EA Canada,Electronic Arts
Game of Thrones: Episode One - Iron From Ice,7.2,Telltale Games,Telltale Games
GoldenEye 007: Reloaded,7.2,Eurocom,Activision
Green Lantern: Rise of the Manhunters,7.2,Double Helix Games,Warner Bros. Interactive Entertainment
Guitar Hero: Warriors of Rock,7.2,Neversoft Entertainment,Activision
Hexic 2,7.2,Carbonated Games,Microsoft Game Studios
Killer Is Dead,7.2,Grasshopper Manufacture,XSEED Games
Mercenaries 2: World in Flames,7.2,Pandemic Studios,EA Games
Mortal Kombat vs. DC Universe,7.2,Midway,Midway
MotoGP 13,7.2,Milestone S.r.l,Milestone S.r.l
NASCAR The Game: Inside Line,7.2,Eutechnyx,Activision
Need for Speed: ProStreet,7.2,EA Black Box,EA Games
Rocket Knight,7.2,Climax Studios,Konami
Silent Hill: Downpour,7.2,Vatra,Konami
Sonic the Hedgehog 4: Episode 1,7.2,Dimps Corporation,Sega
Star Ocean: The Last Hope,7.2,Tri-Ace,Square Enix
Stoked: Big Air Edition,7.2,Bongfish,Destineer
Tales From Space: Mutant Blobs Attack,7.2,DrinkBox Studios,DrinkBox Studios
The Adventures of Tintin: The Game,7.2,Ubisoft Montpellier,Ubisoft
