title,score,developer,publisher,rom_name,size,running_total
Boom Blox Bash Party,8.6,EA LA,Electronic Arts,"Boom Blox Bash Party (USA) (En,Fr,Es).iso",4.4 GiB,172.8 GiB
Final Fantasy Crystal Chronicles: The Crystal Bearers,8.6,Square Enix,Square Enix,"Final Fantasy Crystal Chronicles - The Crystal Bearers (USA) (En,Fr,Es).iso",4.4 GiB,177.2 GiB
Fluidity,8.6,Curve Studios,Nintendo,Fluidity (USA) (WiiWare).wad,33.9 MiB,177.2 GiB
Guitar Hero III: Legends of Rock,8.6,Neversoft Entertainment,RedOctane,Guitar Hero III - Legends of Rock (USA) (Rev 1).iso,4.4 GiB,181.6 GiB
Guitar Hero World Tour (2008),8.6,Neversoft Entertainment,Activision,"Guitar Hero World Tour (USA) (En,Fr).iso",4.4 GiB,186.0 GiB
Harvest Moon: Animal Parade,8.6,Marvelous Entertainment,Natsume,Harvest Moon - Animal Parade (USA).iso,4.4 GiB,190.3 GiB
JumpStart Pet Rescue,8.6,Knowledge Adventure Inc.,Knowledge Adventure Inc.,JumpStart Pet Rescue (USA).iso,4.4 GiB,194.7 GiB
Kirby's Epic Yarn,8.6,Good-Feel,Nintendo,"Kirby's Epic Yarn (USA) (En,Fr,Es).iso",4.4 GiB,199.1 GiB
LostWinds: Winter of the Melodias,8.6,Frontier Developments,Frontier Developments,LostWinds - Winter of the Melodias (USA) (WiiWare).wad,43.4 MiB,199.1 GiB
Mario Kart Wii,8.6,Nintendo,Nintendo,"Mario Kart Wii (USA) (En,Fr,Es).iso",4.4 GiB,203.5 GiB
Phoenix Wright: Ace Attorney - Trials and Tribulations,8.6,Capcom,Capcom,Phoenix Wright - Ace Attorney - Trials and Tribulations (Spain) (WiiWare).wad,38.6 MiB,203.6 GiB
Punch-Out!!,8.6,Next Level Games,Nintendo,"Punch-Out!! (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,207.9 GiB
Tetris Party,8.6,Hudson Soft,"Tetris Online, Inc",Tetris Party (USA) (WiiWare).wad,34.2 MiB,208.0 GiB
Boom Blox,8.5,EA LA,Electronic Arts,"Boom Blox (USA) (En,Fr,Es).iso",4.4 GiB,212.3 GiB
Dragon Ball Z: Budokai Tenkaichi 2,8.5,Spike,Atari SA,Dragon Ball Z - Budokai Tenkaichi 2 (USA).iso,4.4 GiB,216.7 GiB
Endless Ocean: Blue World,8.5,Arika,Nintendo,Endless Ocean - Blue World (USA).iso,4.4 GiB,221.1 GiB
Guitar Hero: Metallica,8.5,Neversoft Entertainment,Activision,"Guitar Hero - Metallica (USA) (En,Fr).iso",4.4 GiB,225.5 GiB
Maboshi's Arcade,8.5,Mindware,Nintendo,Maboshi's Arcade (USA) (WiiWare).wad,21.4 MiB,225.5 GiB
NHL Slapshot,8.5,EA Sports,EA Sports,NHL Slapshot (USA).iso,4.4 GiB,229.9 GiB
Scooby-Doo! and the Spooky Swamp,8.5,Torus Games,Warner Bros. Interactive Entertainment,"Scooby-Doo! and the Spooky Swamp (USA) (En,Fr,Es).iso",4.4 GiB,234.3 GiB
Scooby-Doo! First Frights,8.5,Torus Games,Warner Bros. Interactive Entertainment,"Scooby-Doo! First Frights (USA) (En,Fr,Es).iso",4.4 GiB,238.6 GiB
Spider-Man: Friend or Foe,8.5,Next Level Games,Activision,Spider-Man - Friend or Foe (USA).iso,4.4 GiB,243.0 GiB
Super Paper Mario,8.5,Intelligent Systems,Nintendo,Super Paper Mario (USA) (Rev 2).iso,4.4 GiB,247.4 GiB
Tatsunoko vs. Capcom: Ultimate All-Stars,8.5,Eighting,Capcom,Tatsunoko vs. Capcom - Ultimate All-Stars (USA).iso,4.4 GiB,251.8 GiB
The Last Story,8.5,Mistwalker,XSEED Games,"Last Story, The (USA) (En,Fr,Es).iso",7.9 GiB,259.7 GiB
Tiger Woods PGA Tour 12: The Masters,8.5,Electronic Arts,Electronic Arts,Tiger Woods PGA Tour 12 (USA).iso,4.4 GiB,264.1 GiB
Battalion Wars 2,8.4,Kuju Entertainment,Nintendo,Battalion Wars 2 (USA).iso,4.4 GiB,268.4 GiB
Bit.Trip Complete / THE BIT.TRIP,8.4,Gaijin Games,Aksys Games,Bit.Trip Complete (USA).iso,4.4 GiB,272.8 GiB
Donkey Kong Jungle Beat,8.4,Nintendo EAD Tokyo ,Nintendo,"Donkey Kong Jungle Beat (USA) (En,Fr,Es).iso",4.4 GiB,277.2 GiB
Final Fantasy Fables: Chocobo's Dungeon,8.4,h.a.n.d. Inc.,Square Enix,Final Fantasy Fables - Chocobo's Dungeon (USA).iso,4.4 GiB,281.6 GiB
Fragile Dreams: Farewell Ruins of the Moon,8.4,Tri-Crescendo,XSEED Games,"Fragile Dreams - Farewell Ruins of the Moon (USA) (En,Ja,Fr).iso",4.4 GiB,285.9 GiB
M&M's Beach Party,8.4,Digital Embryo,Zoo Games,M&M's Beach Party (USA).iso,4.4 GiB,290.3 GiB
Michael Jackson The Experience,8.4,Ubisoft Montpellier,Ubisoft,"Michael Jackson - The Experience (USA) (En,Fr,Es) (Walmart).iso",4.4 GiB,294.7 GiB
Monster Hunter Tri,8.4,Capcom,Capcom,"Monster Hunter Tri (USA) (En,Fr,Es).iso",4.4 GiB,299.1 GiB
Mushroom Men: The Spore Wars,8.4,Red Fly Studio,SouthPeak Games,"Mushroom Men - The Spore Wars (USA) (En,Fr,Es).iso",4.4 GiB,303.5 GiB
No More Heroes,8.4,Grasshopper Manufacture,Ubisoft,"No More Heroes (USA) (En,Fr,Es).iso",4.4 GiB,307.8 GiB
No More Heroes 2: Desperate Struggle,8.4,Grasshopper Manufacture,Ubisoft,"No More Heroes 2 - Desperate Struggle (USA) (En,Fr,Es).iso",4.4 GiB,312.2 GiB
Phoenix Wright: Ace Attorney - Justice for All,8.4,Capcom,Capcom,Phoenix Wright - Ace Attorney - Justice for All (Spain) (WiiWare).wad,35.7 MiB,312.2 GiB
Prince of Persia: The Forgotten Sands,8.4,Ubisoft Montreal,Ubisoft,"Prince of Persia - The Forgotten Sands (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,316.6 GiB
Pro Evolution Soccer 2009,8.4,KCET,Konami,"PES 2013 - Pro Evolution Soccer (USA) (En,Fr,Es,Pt).iso",4.4 GiB,321.0 GiB
Project Zero 2: Wii Edition,8.4,Koei Tecmo Games,Nintendo,"Project Zero 2 - Wii Edition (Europe) (En,Fr,De,Es,It).iso",4.4 GiB,325.4 GiB
Rhythm Heaven Fever,8.4,Nintendo,Nintendo,Rhythm Heaven Fever (USA).iso,4.4 GiB,329.8 GiB
Rune Factory Frontier,8.4,Neverland,XSEED Games,Rune Factory - Frontier (USA).iso,4.4 GiB,334.1 GiB
"Sakura Wars: So Long, My Love",8.4,Idea Factory,NIS America,"Sakura Wars - So Long, My Love (USA).iso",7.9 GiB,342.1 GiB
Skate It,8.4,Electronic Arts,Electronic Arts,"Skate It (USA) (En,Fr,Es).iso",4.4 GiB,346.4 GiB
Swords & Soldiers,8.4,Ronimo Games,Ronimo Games,Swords & Soldiers (USA) (WiiWare).wad,21.3 MiB,346.5 GiB
Tales of Monkey Island Chapter 4: The Trial and Execution of Guybrush Threepwood,8.4,Telltale Games,Telltale Games,Tales of Monkey Island - Chapter 4 - The Trial and Execution of Guybrush Threepwood (USA) (WiiWare).wad,43.7 MiB,346.5 GiB
Tiger Woods PGA Tour 11,8.4,EA Sports,Electronic Arts,Tiger Woods PGA Tour 11 (USA).iso,4.4 GiB,350.9 GiB
Wario Land: Shake It!,8.4,Good-Feel,Nintendo,"Wario Land - Shake It! (USA) (En,Fr,Es).iso",4.4 GiB,355.3 GiB
Wii Sports Resort,8.4,Nintendo,Nintendo,"Wii Sports Resort (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,359.6 GiB
Wii Sports/Wii Sports Resort,8.4,Nintendo,Nintendo,"Wii Sports + Wii Sports Resort (USA) (En,Fr,Es).iso",4.4 GiB,364.0 GiB
And Yet It Moves,8.3,Broken Rules,Broken Rules,And Yet It Moves (USA) (WiiWare).wad,39.0 MiB,364.0 GiB
Arc Rise Fantasia,8.3,Imageepoch,Ignition Entertainment,Arc Rise Fantasia (USA).iso,4.4 GiB,368.4 GiB
Baroque,8.3,Sting,Atlus,Baroque (USA).iso,4.4 GiB,372.8 GiB
Bully: Scholarship Edition,8.3,Rockstar Vancouver,Rockstar Games,"Bully - Scholarship Edition (USA) (En,Fr,Es).iso",4.4 GiB,377.2 GiB
Call of Duty: World at War,8.3,Treyarch,Activision,Call of Duty - World at War (USA).iso,4.4 GiB,381.6 GiB
chick chick BOOM,8.3,Tons of Bits,Tons of Bits,Chick Chick BOOM (USA) (WiiWare).wad,26.6 MiB,381.6 GiB
Contra ReBirth,8.3,M2,Konami,Contra ReBirth (USA) (WiiWare).wad,36.7 MiB,381.6 GiB
Green Day: Rock Band,8.3,Harmonix Music Systems,MTV Games,"Green Day - Rock Band (USA) (En,Fr,Es).iso",4.4 GiB,386.0 GiB
Guilty Gear XX Accent Core,8.3,Arc System Works,Aksys Games,Guilty Gear XX Accent Core (USA).iso,4.4 GiB,390.4 GiB
MadWorld,8.3,PlatinumGames,Sega,"MadWorld (USA) (En,Fr,Es).iso",4.4 GiB,394.7 GiB
Mega Man 9,8.3,Inti Creates,Capcom,Mega Man 9 (USA) (WiiWare) (DLC).wad,356.1 KiB,394.8 GiB
MLB Power Pros,8.3,Konami,2K Sports,MLB Power Pros (USA).iso,4.4 GiB,399.1 GiB
Pikmin,8.3,Nintendo,Nintendo,"Pikmin (USA) (En,Fr,Es).iso",4.4 GiB,403.5 GiB
Pro Evolution Soccer 2008,8.3,Konami,Konami,"PES 2013 - Pro Evolution Soccer (USA) (En,Fr,Es,Pt).iso",4.4 GiB,407.9 GiB
Rabbids Go Home,8.3,Ubisoft Montpellier,Ubisoft,"Rabbids Go Home (USA) (En,Fr,Es).iso",4.4 GiB,412.3 GiB
Sonic & Sega All-Stars Racing,8.3,Sumo Digital,Sega,"Sonic & Sega All-Stars Racing (USA) (En,Fr,Es).iso",4.4 GiB,416.6 GiB
Spectrobes: Origins,8.3,Genki,Disney Interactive Studios,Spectrobes - Origins (USA).iso,4.4 GiB,421.0 GiB
Tales of Monkey Island Chapter 5: Rise of the Pirate God,8.3,Telltale Games,Telltale Games,Tales of Monkey Island - Chapter 5 - Rise of the Pirate God (USA) (WiiWare).wad,43.5 MiB,421.1 GiB
WarioWare: Smooth Moves,8.3,Intelligent Systems,Nintendo,"WarioWare - Smooth Moves (USA) (En,Fr,Es).iso",4.4 GiB,425.4 GiB
Art Style: ORBIENT,8.2,Nintendo,Nintendo,Art Style - ORBIENT (USA) (WiiWare).wad,22.7 MiB,425.5 GiB
Bit.Trip Beat,8.2,Gaijin Games,Aksys Games,Bit. Trip Beat (USA) (v256) (WiiWare).wad,46.5 MiB,425.5 GiB
Bit.Trip Fate,8.2,Gaijin Games,Aksys Games,Bit. Trip Fate (USA) (WiiWare).wad,44.7 MiB,425.5 GiB
Club Penguin: Game Day!,8.2,Artoon,Disney Interactive Studios,"Disney Club Penguin - Game Day! (USA) (En,Fr,Es).iso",4.4 GiB,429.9 GiB
de Blob,8.2,Blue Tongue Entertainment,THQ,"de Blob (USA) (En,Fr,Es).iso",4.4 GiB,434.3 GiB
Dead Space: Extraction,8.2,Visceral Games,Electronic Arts,"Dead Space - Extraction (USA) (En,Fr).iso",4.4 GiB,438.7 GiB
Go Vacation,8.2,Namco Bandai Games,Namco Bandai Games,"Go Vacation (USA) (En,Fr,Es).iso",4.4 GiB,443.1 GiB
Inazuma Eleven Strikers,8.2,Level 5,Level 5,Inazuma Eleven Strikers (Japan).iso,4.4 GiB,447.4 GiB
Just Dance 2015,8.2,Ubisoft,Ubisoft,"Just Dance 2015 (USA) (En,Fr,Es).iso",4.4 GiB,451.8 GiB
Madden NFL 09,8.2,EA Tiburon,Electronic Arts,Madden NFL 10 (USA).iso,4.4 GiB,456.2 GiB
Mario Strikers Charged,8.2,Next Level Games,Nintendo,"Mario Strikers Charged (USA) (En,Fr,Es) (Rev 1).iso",4.4 GiB,460.6 GiB
MotoHeroz,8.2,RedLynx,RedLynx,MotoHeroz (USA) (WiiWare).wad,30.1 MiB,460.6 GiB
NiGHTS: Journey of Dreams,8.2,Sonic Team,Sega,"Nights - Journey of Dreams (USA) (En,Ja,Fr,De,Es,It).iso",4.4 GiB,465.0 GiB
NyxQuest: Kindred Spirits,8.2,Over the Top Games,Over the Top Games,NyxQuest - Kindred Spirits (USA) (WiiWare).wad,37.7 MiB,465.0 GiB
Pinball Hall of Fame: The Williams Collection,8.2,Farsight Studios,System 3,Pinball Hall of Fame - The Williams Collection (USA).iso,4.4 GiB,469.4 GiB
Pokemon Rumble,8.2,Ambrella,Nintendo,Pokemon Rumble (USA) (WiiWare).wad,26.1 MiB,469.4 GiB
Pro Evolution Soccer 2010,8.2,Konami,Konami,"PES 2013 - Pro Evolution Soccer (USA) (En,Fr,Es,Pt).iso",4.4 GiB,473.8 GiB
Rodea the Sky Soldier,8.2,Kadokawa,NIS America,"Rodea the Sky Soldier (USA) (En,Ja,Fr,De).iso",4.4 GiB,478.2 GiB
Spider-Man: Shattered Dimensions,8.2,Beenox,Activision,Spider-Man - Shattered Dimensions (USA).iso,4.4 GiB,482.5 GiB
The Garfield Show: Threat of the Space Lasagna,8.2,Zoo Games,Zoo Games,"Garfield Show, The - Threat of the Space Lasagna (USA).iso",4.4 GiB,486.9 GiB
Trauma Team,8.2,Atlus,Atlus,Trauma Team (USA).iso,4.4 GiB,491.3 GiB
Water Warfare,8.2,Hudson Soft,Hudson Soft,Water Warfare (USA) (WiiWare).wad,37.7 MiB,491.3 GiB
Bit.Trip Flux,8.1,Gaijin Games,Aksys Games,Bit. Trip Flux (USA) (WiiWare).wad,46.3 MiB,491.4 GiB
