title,score,developer,publisher,rom_name,size,running_total
Viewtiful Joe 2,8.5,Clover Studio,Capcom,Viewtiful Joe 2 (USA).iso,1.1 GiB,820.4 GiB
WRC: World Rally Championship,8.5,Evolution Studios,Bam Entertainment,WRC - World Rally Championship (USA).iso,2.6 GiB,823.0 GiB
Yu-Gi-Oh! Capsule Monster Coliseum,8.5,WinkySoft,Konami,Yu-Gi-Oh! Capsule Monster Coliseum (USA).iso,1.9 GiB,825.0 GiB
Yu-Gi-Oh! GX: The Beginning of Destiny,8.5,Konami,Konami,Yu-Gi-Oh! GX - The Beginning of Destiny (USA).iso,4.0 GiB,829.0 GiB
Zone of the Enders: The 2nd Runner,8.5,KCEJ,Konami,Zone of the Enders - The 2nd Runner (USA).iso,2.4 GiB,831.4 GiB
Ape Escape 2,8.4,SCE Japan Studio,Ubisoft,Ape Escape 2 (USA).iso,1.7 GiB,833.0 GiB
Arc the Lad: Twilight of the Spirits,8.4,Cattle Call,SCEA,Arc the Lad - Twilight of the Spirits (USA).iso,3.3 GiB,836.4 GiB
Contra: Shattered Soldier,8.4,KCET,Konami,"Contra - Shattered Soldier (USA) (En,Fr,Es).bin",717.2 MiB,837.1 GiB
Destroy All Humans! 2,8.4,Pandemic Studios,THQ,Destroy All Humans! 2 (USA).iso,4.2 GiB,841.2 GiB
Disgaea 2: Dark Hero Days,8.4,Nippon Ichi Software,NIS America,Disgaea - Hour of Darkness (USA).iso,1.2 GiB,842.4 GiB
Disgaea: Afternoon of Darkness,8.4,Nippon Ichi Software,Atlus,Disgaea - Hour of Darkness (USA).iso,1.2 GiB,843.6 GiB
Downhill Domination,8.4,Incognito Inc.,SCEA,Downhill Domination (USA).iso,2.4 GiB,845.9 GiB
DreamWorks Over the Hedge,8.4,Edge of Reality,Activision,DreamWorks Over the Hedge (USA).iso,1.6 GiB,847.5 GiB
Escape from Monkey Island,8.4,LucasArts,LucasArts,Escape from Monkey Island (USA).iso,1.7 GiB,849.1 GiB
FIFA Soccer 2004,8.4,EA Canada,EA Sports,"FIFA Soccer 2004 (USA) (En,Es).iso",2.6 GiB,851.8 GiB
FIFA World Cup: Germany 2006,8.4,EA Canada,Electronic Arts,FIFA World Cup Germany 2006 (USA).iso,4.4 GiB,856.1 GiB
Fight Night Round 3,8.4,EA Chicago,EA Sports,Fight Night Round 3 (USA).iso,4.2 GiB,860.4 GiB
FlatOut 2,8.4,Bugbear,Empire Interactive,FlatOut 2 (USA).iso,3.8 GiB,864.1 GiB
Ghosthunter (2003),8.4,SCE Studio Cambridge,Namco,Ghosthunter (USA).iso,2.2 GiB,866.3 GiB
Godzilla: Save the Earth,8.4,"Pipeworks Software, Inc.",Atari SA,Godzilla - Save the Earth (USA).iso,4.1 GiB,870.4 GiB
Grandia II,8.4,Game Arts,Ubisoft,Grandia II (USA).iso,1.2 GiB,871.6 GiB
Guilty Gear XX Accent Core,8.4,Arc System Works,Aksys Games,Guilty Gear XX Accent Core (USA).iso,3.9 GiB,875.5 GiB
Headhunter,8.4,Amuze,Acclaim,Headhunter (USA).iso,3.3 GiB,878.8 GiB
James Bond 007: Everything or Nothing,8.4,EA Redwood Shores,EA Games,007 - Everything or Nothing (USA).iso,3.2 GiB,882.0 GiB
Kessen,8.4,Koei,Electronic Arts,Kessen (USA).iso,4.2 GiB,886.3 GiB
King's Field: The Ancient City,8.4,From Software,Agetec,King's Field - The Ancient City (USA).iso,3.2 GiB,889.5 GiB
La Pucelle: Tactics,8.4,Nippon Ichi Software,Mastiff,"Pucelle, La - Tactics (USA).iso",1.1 GiB,890.6 GiB
LEGO Batman: The Videogame,8.4,Traveller's Tales,Warner Bros. Interactive Entertainment,LEGO Batman - The Videogame (USA).iso,2.0 GiB,892.6 GiB
