title,score,developer,publisher,rom_name,size
Call of Duty 2: Big Red One,7.8,Treyarch,Activision,Call of Duty 2 - Big Red One (World) (Collector's Edition).iso,7825162240
Crash Nitro Kart,7.8,Vicarious Visions,Universal Interactive,Crash Nitro Kart (USA).iso,7825162240
Kingdom Under Fire: Heroes,7.8,Phantagram,Microsoft Game Studios,"Kingdom Under Fire - Heroes (USA, Europe) (En,Fr,De,Es,It,Ko).iso",7825162240
Need for Speed: Hot Pursuit 2,7.8,EA Black Box,Electronic Arts,Need for Speed - Hot Pursuit 2 (USA).iso,7825162240
Quantum Redshift,7.8,Curly Monsters,Microsoft Game Studios,Quantum Redshift (USA).iso,7825162240
Star Wars Episode III: Revenge of the Sith,7.8,Double Helix Games,LucasArts,Star Wars - Episode III - Revenge of the Sith (USA).iso,7825162240
Star Wars: Jedi Starfighter,7.8,LucasArts,LucasArts,Star Wars - Jedi Starfighter (USA).iso,7825162240
Sudeki,7.8,Climax Studios,Microsoft Game Studios,"Sudeki (World) (En,Fr,De,Es,It).iso",7825162240
The Suffering,7.8,Surreal Software,Midway,"Suffering, The (USA).iso",7825162240
The Thing,7.8,Computer Artworks,Black Label Games,Teen Titans (USA).iso,7825162240
Baldur's Gate: Dark Alliance II,7.7,Black Isle Studios,Interplay,Baldur's Gate - Dark Alliance II (USA) (Beta).iso,3919413248
Batman Begins,7.7,Eurocom,EA Games,Batman Begins (USA).iso,7825162240
Breakdown,7.7,Namco,Namco,Breakdown (USA).iso,7825162240
Call of Cthulhu: Dark Corners of the Earth,7.7,Headfirst Productions,2K Games,Call of Cthulhu - Dark Corners of the Earth (USA).iso,7825162240
Crash Tag Team Racing,7.7,Radical Entertainment,VU Games,Crash Tag Team Racing (USA).iso,7825162240
FIFA World Cup: Germany 2006,7.7,EA Canada,Electronic Arts,FIFA World Cup Germany 2006 (USA).iso,7825162240
DreamWorks Madagascar,7.7,Toys for Bob,Activision,"DreamWorks Madagascar (USA, Europe).iso",7825162240
Sniper Elite,7.7,Rebellion,Namco,Sniper Elite (USA).iso,7825162240
Blinx: The Time Sweeper,7.6,Artoon,Microsoft Game Studios,"Blinx - The Time Sweeper (USA) (En,Ja) (Rev 1).iso",7825162240
Blood Omen 2,7.6,Nixxes Software,Eidos Interactive,BloodRayne 2 (USA).iso,7825162240
Crash Bandicoot: The Wrath of Cortex,7.6,Traveller's Tales,Universal Interactive,Crash Bandicoot - The Wrath of Cortex (USA).iso,7825162240
Disney's Extreme Skate Adventure,7.6,Toys for Bob,Activision,Disney's Extreme Skate Adventure (USA).iso,7825162240
Manhunt,7.6,Rockstar North,Rockstar Games,Manhunt (USA).iso,7825162240
Metal Slug 3,7.6,SNK Playmore,SNK Playmore,"Metal Slug 5 (USA) (En,Ja,Fr,De,Es,It).iso",7825162240
NBA Inside Drive 2002,7.6,High Voltage Software,Microsoft Game Studios,NBA Inside Drive 2003 (USA).iso,7825162240
Red Dead Revolver,7.6,Rockstar San Diego,Rockstar Games,Red Dead Revolver (USA).iso,7825162240
The SpongeBob SquarePants Movie,7.6,Heavy Iron Studios,THQ,Nickelodeon SpongeBob SquarePants - The Movie (USA).iso,7825162240
Voodoo Vince,7.6,Beep Industries,Microsoft Game Studios,Voodoo Vince (USA).iso,7825162240
Dynasty Warriors 4,7.5,Omega Force,Koei,"Dynasty Warriors 5 (USA) (En,Ja).iso",7825162240
James Bond 007: Agent Under Fire,7.5,EA Redwood Shores,Electronic Arts,007 - Agent Under Fire (USA).iso,7825162240
MVP 06 NCAA Baseball,7.5,EA Canada,EA Sports,MVP 06 NCAA Baseball (USA).iso,7825162240
NHL 07,7.5,EA Sports,EA Sports,NHL 07 (USA).iso,7825162240
Second Sight,7.5,Free Radical Design,Codemasters,"Second Sight (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
The Bard's Tale,7.5,InXile Entertainment,InXile Entertainment,"Bard's Tale, The (USA).iso",7825162240
Apex (2003),7.4,Milestone S.r.l,Atari SA,,
Arx Fatalis,7.4,Arkane Studios,DreamCatcher Interactive,"Arx Fatalis (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Destroy All Humans! 2,7.4,Pandemic Studios,THQ,"Destroy All Humans! 2 (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Dragon Ball Z: Sagas,7.4,Avalanche Software,Atari SA,Dragon Ball Z - Sagas (USA).iso,7825162240
Greg Hastings' Tournament Paintball,7.4,WXP,Activision,"Greg Hastings' Tournament Paintball (USA, Europe).iso",7825162240
Just Cause,7.4,Avalanche Studios,Eidos Interactive,"Just Cause (USA, Europe) (En,Fr,De).iso",7825162240
Midway Arcade Treasures 2,7.4,Backbone Entertainment,Midway,"Midway Arcade Treasures 2 (USA, Europe).iso",7825162240
Red Faction II,7.4,Volition Inc.,THQ,Red Faction II (USA).iso,7825162240
Robotech: Battlecry,7.4,Vicious Cycle,TDK Mediactive,Robotech - Battlecry (USA).iso,7825162240
Rocky (2002),7.4,Rage Software,Ubisoft,,
Tom Clancy's Rainbow Six: Lockdown,7.4,Red Storm Entertainment,Ubisoft,"Tom Clancy's Rainbow Six - Lockdown (Japan) (En,Ja).iso",7825162240
XIII,7.4,Southend Interactive,Ubisoft,"XIII (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Blood Wake,7.3,Stormfront Studios,Microsoft Game Studios,Blood Wake (USA).iso,7825162240
Call of Duty: Finest Hour,7.3,Spark Unlimited,Activision,Call of Duty - Finest Hour (Japan).iso,7825162240
College Hoops 2K7,7.3,2K Sports,2K Sports,ESPN College Hoops 2K5 (USA).iso,7825162240
Dead to Rights,7.3,Namco,Namco,Dead to Rights II (USA).iso,7825162240
FlatOut 2,7.3,Bugbear,Empire Interactive,"FlatOut 2 (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Fuzion Frenzy,7.3,Blitz Games,Microsoft Game Studios,Fuzion Frenzy (USA).iso,7825162240
Gunvalkyrie,7.3,Smilebit,Sega,"Gun Valkyrie (USA) (En,Ja).iso",7825162240
Medal of Honor: European Assault,7.3,EA LA,Electronic Arts,Medal of Honor - European Assault (USA).iso,7825162240
Spy vs. Spy (2005),7.3,Vicious Cycle,Global Star Software,Spy vs. Spy (USA).iso,7825162240
Dungeons & Dragons Heroes,7.2,Atari SA,Atari SA,Dungeons & Dragons - Heroes (USA).iso,7825162240
Forgotten Realms: Demon Stone,7.2,Stormfront Studios,Atari SA,Forgotten Realms - Demon Stone (USA).iso,7825162240
From Russia With Love,7.2,EA Redwood Shores,Electronic Arts,007 - From Russia with Love (USA).iso,7825162240
GoldenEye: Rogue Agent,7.2,EA LA,EA Games,GoldenEye - Rogue Agent (USA).iso,7825162240
Sega GT Online,7.2,Wow Entertainment,Sega,"Sega GT Online (USA) (En,Ja).iso",7825162240
Serious Sam II,7.2,Croteam,2K Games,"Serious Sam II (USA, Europe) (En,Fr,De,It).iso",7825162240
Shrek 2,7.2,"Luxoflux, Inc.",Activision,"Shrek 2 (USA, Japan).iso",7825162240
Spyro: A Hero's Tail,7.2,Eurocom,VU Games,"Spyro - A Hero's Tail (USA, Asia).iso",7825162240
The House of the Dead III,7.2,Wow Entertainment,Sega,"House of the Dead III, The (USA).iso",7825162240
Disney's The Haunted Mansion,7.1,High Voltage Software,TDK Mediactive,Disney's The Haunted Mansion (USA).iso,7825162240
Raze's Hell,7.1,Artech Studios,Majesco,Raze's Hell (USA).iso,7825162240
Rogue Trooper,7.1,Rebellion,Eidos Interactive,"Rogue Trooper (USA, Europe) (En,Fr,De,It).iso",7825162240
Samurai Warriors,7.1,Omega Force,Koei,Samurai Warriors (USA).iso,7825162240
DreamWorks Shrek SuperSlam,7.1,Shaba Games,Activision,"DreamWorks Shrek - SuperSlam (USA, Europe).iso",7825162240
Syberia II,7.1,Microids,The Adventure Company,"Syberia II (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Thrillville,7.1,Frontier Developments,LucasArts,Thrillville (USA).iso,7825162240
ToeJam & Earl III: Mission to Earth,7.1,ToeJam & Earl Productions,Sega,ToeJam & Earl III - Mission to Earth (USA).iso,7825162240
Total Overdose: A Gunslinger's Tale in Mexico,7.1,Deadline Games,Eidos Interactive,,
Dr. Muto,7.0,Midway,Midway,Dr. Muto (USA).iso,7825162240
Wallace & Gromit: The Curse of the Were-Rabbit,7.0,Frontier Developments,Konami,"Wallace & Gromit - The Curse of the Were-Rabbit (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Worms 4: Mayhem,7.0,Team17,Majesco,Worms 4 - Mayhem (USA) (Beta) (2005-08-08).iso,3919413248
Yager,7.0,Yager,Kemco,Yager (USA) (Beta) (2004-06-08).iso,3919413248
Driver: Parallel Lines,6.9,Reflections Interactive,Atari SA,"Driver - Parallel Lines (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Hulk,6.9,Radical Entertainment,Universal Interactive,Hulk (USA).iso,7825162240
The Legend of Spyro: A New Beginning,6.9,Krome Studios,Sierra Entertainment,"Legend of Spyro, The - A New Beginning (World) (En,Fr,De,Es,It).iso",7825162240
Aliens Versus Predator: Extinction,6.8,Zono Inc.,EA Games,Aliens Versus Predator - Extinction (USA).iso,7825162240
Harry Potter and the Goblet of Fire,6.8,Electronic Arts,Electronic Arts,Harry Potter and the Goblet of Fire (USA).iso,7825162240
Juiced,6.8,Juice Games,THQ,"Juiced (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
WWE Raw,6.8,Anchor (Legacy),THQ,WWF Raw (USA).iso,7825162240
Mission: Impossible: Operation Surma,6.7,Paradigm Entertainment,Atari SA,Mission - Impossible - Operation Surma (USA).iso,7825162240
State of Emergency,6.7,VIS Entertainment,Rockstar Games,State of Emergency (USA).iso,7825162240
Fallout: Brotherhood of Steel,6.6,Interplay,Interplay,Fallout - Brotherhood of Steel (USA).iso,7825162240
Scooby-Doo! Night of 100 Frights,6.6,Heavy Iron Studios,THQ,Scooby-Doo! Night of 100 Frights (USA).iso,7825162240
Street Racing Syndicate,6.6,Eutechnyx,Namco,SRS - Street Racing Syndicate (USA).iso,7825162240
Terminator 3: The Redemption,6.6,Paradigm Entertainment,Atari SA,Terminator 3 - The Redemption (USA).iso,7825162240
Tom Clancy's Ghost Recon Advanced Warfighter,6.6,Ubisoft Paris,Ubisoft,"Tom Clancy's Ghost Recon - Advanced Warfighter (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Whacked!,6.6,Presto Studios,Microsoft Game Studios,"Whacked! (USA, Europe).iso",7825162240
Medal of Honor: Rising Sun,6.5,EA LA,EA Games,Medal of Honor - Rising Sun (USA).iso,7825162240
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,6.5,TOSE,Buena Vista Games,Tim Burton's The Nightmare Before Christmas - Oogie's Revenge (USA).iso,7825162240
True Crime: New York City,6.5,"Luxoflux, Inc.",Activision,True Crime - New York City (USA).iso,7825162240
Unreal II: The Awakening,6.4,Legend Entertainment,Atari SA,Unreal II - The Awakening (USA).iso,7825162240
World War II: Prisoner of War,6.4,Wide Games,Codemasters,World War II Combat - Iwo Jima (USA).iso,7825162240
WWE WrestleMania 21,6.4,Studio Gigante,THQ,WWE WrestleMania 21 (USA) (Rev 2).iso,7825162240
Gun Metal,6.3,Rage Software,Majesco,Gunmetal (USA).iso,7825162240
Shrek: Super Party,6.3,Mass Media,TDK Mediactive,Shrek Super Party (USA).iso,7825162240
Wallace & Gromit in Project Zoo,6.3,Frontier Developments,Bam Entertainment,Wallace & Gromit in Project Zoo (USA).iso,7825162240
Dead Man's Hand,6.2,Human Head Studios,Atari SA,"Dead Man's Hand (USA, Japan).iso",7825162240
Fantastic 4,6.2,7 Studios,Activision,"Fantastic 4 (USA, Europe).iso",7825162240
Leisure Suit Larry: Magna Cum Laude,6.2,High Voltage Software,VU Games,Leisure Suit Larry - Magna Cum Laude (USA).iso,7825162240
Bloody Roar: Primal Fury,6.1,Eighting,Activision,Bloody Roar - Extreme (USA).iso,7825162240
Shadow the Hedgehog,6.1,Sonic Team,Sega,"Shadow the Hedgehog (USA) (En,Ja,Fr,De,Es,It).iso",7825162240
Soldier of Fortune II: Double Helix,6.1,Gratuitous Games,Activision,Soldier of Fortune II - Double Helix (USA).iso,7825162240
The Lord of the Rings: The Fellowship of the Ring,6.1,WXP,Black Label Games,"Lord of the Rings, The - The Fellowship of the Ring (USA).iso",7825162240
The Bible Game,6.0,Mass Media,Crave,"Bible Game, The (USA).iso",7825162240
Big Mutha Truckers,5.9,Eutechnyx,THQ,Big Mutha Truckers 2 (USA).iso,7825162240
Curse: The Eye of Isis,5.9,Asylum Entertainment,DreamCatcher Interactive,Curse - The Eye of Isis (USA).iso,7825162240
BMX XXX,5.8,"Z-Axis, Ltd.",Acclaim,BMX XXX (USA).iso,7825162240
Star Wars: Obi-Wan,5.8,LucasArts,LucasArts,Star Wars - Obi-Wan (USA).iso,7825162240
Street Hoops,5.8,Black Ops Entertainment,Activision,Street Hoops (USA).iso,7825162240
X2: Wolverine's Revenge,5.8,GenePool,Activision,X2 - Wolverine's Revenge (USA).iso,7825162240
SVC Chaos: SNK vs. Capcom,5.7,SNK Playmore,SNK Playmore,,
DRIV3R,5.6,Reflections Interactive,Atari SA,,
Tom Clancy's Rainbow Six Critical Hour,5.4,Ubisoft Quebec,Ubisoft,"Tom Clancy's Rainbow Six - Critical Hour (USA) (En,Fr).iso",7825162240
Dino Crisis 3,5.1,Capcom,Capcom,"Dino Crisis 3 (USA, Asia).iso",7825162240
Spy Hunter: Nowhere to Run,5.1,Terminal Reality,Midway,SpyHunter - Nowhere to Run (USA).iso,7825162240
Big Mutha Truckers 2,5.0,Eutechnyx,THQ,Big Mutha Truckers 2 (USA).iso,7825162240
Shrek (2001),5.0,Digital Illusions,TDK Mediactive,"Shrek 2 (USA, Japan).iso",7825162240
Bionicle,4.9,Argonaut Games,Lego Media,Bionicle (USA).iso,7825162240
RoboCop (2003),4.5,Titus Software,Titus Software,RoboCop (USA).iso,7825162240
Superman: The Man of Steel,4.4,Circus Freak,Atari SA,Superman - The Man of Steel (USA).iso,7825162240
Charlie and the Chocolate Factory,3.9,High Voltage Software,Global Star Software,Charlie and the Chocolate Factory (USA).iso,7825162240
Motocross Mania 3,3.8,Deibus Studios,2K Games,"Motocross Mania 3 (USA, Europe) (En,Fr,De,Es,It).iso",7825162240
Bruce Lee: Quest of the Dragon,3.5,Ronin Entertainment,Universal Interactive,Bruce Lee - Quest of the Dragon (USA).iso,7825162240
Kabuki Warriors,3.2,Light Weight,Crave,Kabuki Warriors (USA).iso,7825162240
Nickelodeon Party Blast,3.0,Data Design Interactive,Infogrames,Nickelodeon Party Blast (USA).iso,7825162240
Sneakers,2.8,Media.Vision,Microsoft Game Studios,Sneakers (USA).iso,7825162240
Aquaman: Battle for Atlantis,2.6,Lucky Chicken,TDK Mediactive,Aquaman - Battle for Atlantis (USA).iso,7825162240
Batman: Dark Tomorrow,2.5,Kemco,Kemco,Batman - Dark Tomorrow (USA).iso,7825162240
Drake of the 99 Dragons,2.2,Idol FX,Majesco,Drake of the 99 Dragons (USA).iso,7825162240
