title,score,developer,publisher,rom_name,size,running_total
Mario Party 6,7.1,Hudson Soft,Nintendo,Mario Party 6 (USA).iso,1.4 GiB,62.5 GiB
Mario Party 4,7.0,Hudson,Nintendo,Mario Party 4 (USA) (Rev 1).iso,1.4 GiB,63.9 GiB
Harvest Moon: Another Wonderful Life,7.0,TOSE,Natsume,Harvest Moon - Another Wonderful Life (USA).iso,1.4 GiB,65.3 GiB
Mario Party 5,6.9,Hudson,Nintendo,Mario Party 5 (USA).iso,1.4 GiB,66.6 GiB
Donkey Konga 2,6.9,Namco,Nintendo,Donkey Konga 2 (USA).iso,1.4 GiB,68.0 GiB
Dance Dance Revolution: Mario Mix,6.9,Konami,Nintendo,Dance Dance Revolution - Mario Mix (USA) (Rev 1).iso,1.4 GiB,69.3 GiB
TransWorld Surf: Next Wave,6.8,Angel Studios,Atari SA,TransWorld Surf - Next Wave (USA).iso,1.4 GiB,70.7 GiB
Lost Kingdoms II,6.8,From Software,Activision,Lost Kingdoms II (USA).iso,1.4 GiB,72.1 GiB
Star Fox: Assault,6.7,Namco,Nintendo,Star Fox - Assault (USA).iso,1.4 GiB,73.4 GiB
Go! Go! Hypergrind,6.7,Poponchi,Atlus,Go! Go! Hypergrind (USA).iso,1.4 GiB,74.8 GiB
Home Run King,6.6,Wow Entertainment,Sega,Home Run King (USA).iso,1.4 GiB,76.1 GiB
Geist (2005),6.6,n-Space,Nintendo,Geist (USA).iso,1.4 GiB,77.5 GiB
Mega Man Network Transmission,6.5,Arika,Capcom,Mega Man Network Transmission (USA).iso,1.4 GiB,78.9 GiB
Custom Robo,6.5,Noise Inc.,Nintendo,Custom Robo (USA).iso,1.4 GiB,80.2 GiB
WWE WrestleMania X8,6.4,Yuke's,THQ,WWE WrestleMania X8 (USA).iso,1.4 GiB,81.6 GiB
Pro Rally,6.4,Ubisoft,Ubisoft,"Pro Rally 2002 (USA) (En,Fr,Es).iso",1.4 GiB,82.9 GiB
Pokemon XD: Gale of Darkness,6.4,Genius Sonority Inc.,Nintendo,Pokemon XD - Gale of Darkness (USA).iso,1.4 GiB,84.3 GiB
Mario Party 7,6.4,Hudson,Nintendo,Mario Party 7 (USA) (Rev 1).iso,1.4 GiB,85.7 GiB
P.N. 03,6.3,Capcom,Capcom,P.N. 03 (USA).iso,1.4 GiB,87.0 GiB
Evolution Worlds,6.3,Sting,Ubisoft,Evolution Worlds (USA).iso,1.4 GiB,88.4 GiB
